"Date","Price","Open","High","Low","Vol.","Change %"
"11/16/2015","103.17","103.76","103.99","102.71","19.32K","-1.27%"
"11/13/2015","104.50","105.12","105.42","104.05","20.76K","-1.48%"
"11/12/2015","106.07","106.16","106.34","104.95","21.97K","0.43%"
"11/11/2015","105.62","102.87","105.71","102.84","37.63K","2.93%"
"11/10/2015","102.61","104.34","104.85","102.06","51.49K","-1.98%"
"11/09/2015","104.68","109.97","110.07","103.98","34.75K","-4.48%"
"11/06/2015","109.59","109.72","110.46","109.11","44.46K","-0.02%"
"11/05/2015","109.61","109.07","109.61","108.41","28.28K","0.64%"
"11/04/2015","108.91","109.10","109.25","108.02","26.98K","-0.24%"
"11/03/2015","109.17","110.50","110.75","108.17","39.61K","-0.62%"
"11/02/2015","109.85","108.02","109.85","107.98","46.00K","1.60%"
"10/30/2015","108.12","109.44","109.83","107.03","52.96K","-1.34%"
"10/29/2015","109.59","110.10","110.44","108.96","72.49K","-0.37%"
"10/28/2015","110.00","111.25","111.26","109.43","22.39K","-0.84%"
"10/27/2015","110.93","112.42","112.60","110.46","27.88K","-1.05%"
"10/26/2015","112.11","111.56","112.40","111.40","27.93K","0.98%"
"10/23/2015","111.02","112.25","112.96","110.56","37.05K","-0.49%"
"10/22/2015","111.57","112.00","112.82","111.07","70.69K","-0.31%"
"10/21/2015","111.92","112.66","112.66","111.38","49.09K","-0.86%"
"10/20/2015","112.89","112.45","112.89","111.59","85.73K","0.36%"
"10/19/2015","112.49","112.80","112.83","111.67","226.97K","0.17%"
"10/16/2015","112.30","111.49","112.57","111.05","117.75K","1.21%"
"10/15/2015","110.96","109.03","111.36","108.83","59.86K","1.99%"
"10/14/2015","108.80","107.90","108.80","107.84","39.02K","0.97%"
"10/13/2015","107.75","109.14","109.36","107.47","90.54K","-1.05%"
"10/12/2015","108.89","108.56","109.34","108.33","20.15K","0.65%"
"10/08/2015","108.19","109.28","110.07","107.34","26.21K","-0.51%"
"10/07/2015","108.74","108.92","109.21","107.62","38.62K","0.19%"
"10/06/2015","108.53","108.70","109.29","107.72","31.32K","0.70%"
"10/05/2015","107.78","107.85","108.40","107.41","27.91K","0.75%"
"10/02/2015","106.98","107.63","107.72","106.20","50.32K","0.07%"
"10/01/2015","106.91","106.17","107.27","105.87","82.63K","1.71%"
"09/30/2015","105.11","106.80","106.80","104.44","158.81K","-2.10%"
"09/25/2015","107.37","108.01","108.44","106.59","68.08K","-0.28%"
"09/24/2015","107.67","107.67","108.10","106.90","166.18K","0.52%"
"09/23/2015","107.11","109.03","109.03","106.82","238.88K","-2.11%"
"09/22/2015","109.42","109.35","110.10","108.92","138.52K","-0.05%"
"09/21/2015","109.47","108.71","110.10","108.52","43.85K","0.12%"
"09/18/2015","109.34","107.30","109.52","106.56","56.59K","2.12%"
"09/17/2015","107.07","108.55","108.61","106.55","63.27K","-0.76%"
"09/16/2015","107.89","106.83","107.96","105.89","173.58K","1.79%"
"09/15/2015","105.99","104.02","105.99","103.52","142.08K","1.92%"
"09/14/2015","103.99","106.30","106.94","103.35","22.10K","-2.32%"
"09/11/2015","106.46","105.97","106.46","104.48","15.65K","0.93%"
"09/10/2015","105.48","103.01","105.48","102.39","21.93K","1.73%"
"09/09/2015","103.69","103.11","104.06","102.90","14.96K","1.75%"
"09/08/2015","101.91","102.88","103.14","98.41","15.68K","-0.46%"
"09/07/2015","102.38","102.69","104.00","101.95","16.17K","-1.33%"
"09/04/2015","103.76","107.48","107.94","102.59","22.19K","-3.43%"
"09/03/2015","107.44","107.92","108.26","106.41","20.82K","0.38%"
"09/02/2015","107.03","106.58","107.46","105.67","17.74K","-1.25%"
"09/01/2015","108.38","110.27","111.05","108.01","29.91K","-1.51%"
"08/31/2015","110.04","110.58","110.88","108.54","22.29K","0.33%"
"08/28/2015","109.68","107.98","109.93","107.65","24.25K","3.09%"
"08/27/2015","106.39","107.03","108.42","105.59","33.10K","0.49%"
"08/26/2015","105.87","103.47","106.01","102.82","30.86K","2.48%"
"08/25/2015","103.31","103.51","104.33","100.23","41.90K","1.67%"
"08/24/2015","101.61","101.35","105.48","100.05","28.21K","-1.12%"
"08/21/2015","102.76","102.49","104.82","101.29","49.89K","-4.50%"
"08/20/2015","107.60","109.10","110.61","107.60","30.10K","-2.32%"
"08/19/2015","110.15","111.82","111.88","105.26","31.37K","-2.13%"
"08/18/2015","112.55","115.77","116.54","111.84","30.02K","-3.25%"
"08/17/2015","116.33","116.23","116.65","115.05","59.70K","0.60%"
"08/13/2015","115.64","113.10","115.76","112.07","43.71K","2.72%"
"08/12/2015","112.58","113.88","114.44","107.12","46.96K","-1.81%"
"08/11/2015","114.65","117.44","117.44","114.65","31.21K","-1.68%"
"08/10/2015","116.61","117.91","118.17","114.88","28.18K","-1.22%"
"08/07/2015","118.05","118.15","118.18","116.84","27.50K","-0.49%"
"08/06/2015","118.63","118.72","119.91","117.90","59.32K","-0.15%"
"08/05/2015","118.81","116.09","118.83","115.94","37.48K","2.52%"
"08/04/2015","115.89","114.97","115.89","114.71","41.01K","0.96%"
"08/03/2015","114.79","116.04","117.09","114.79","50.44K","-0.50%"
"07/31/2015","115.37","114.14","115.48","111.45","120.90K","1.06%"
"07/30/2015","114.16","117.69","118.66","113.11","86.45K","-3.16%"
"07/29/2015","117.89","119.54","119.72","117.45","217.48K","-1.22%"
"07/28/2015","119.35","118.06","119.35","114.37","57.60K","-0.18%"
"07/27/2015","119.56","122.58","122.58","118.98","76.24K","-2.80%"
"07/24/2015","123.00","125.41","125.47","123.00","87.31K","-2.44%"
"07/23/2015","126.08","128.99","129.35","124.58","184.80K","-2.59%"
"07/22/2015","129.43","129.84","131.15","128.46","96.44K","-0.82%"
"07/21/2015","130.50","131.39","131.45","128.30","193.04K","-0.43%"
