Effective date ,Yield To Maturity,,,,,,,,,,,,,
31-01-13,0.75%,,,,,,,,,,,,,
01-02-13,0.74%,,,,,,,,,,,,,
04-02-13,0.75%,,,,,,,,,,,,,
05-02-13,0.74%,,,,,,,,,,,,,
06-02-13,0.73%,,,,,,,,,,,,,
07-02-13,0.72%,,,,,,,,,,,,,
08-02-13,0.72%,,,,,,,,,,,,,
11-02-13,0.72%,,,,,,,,,,,,,
12-02-13,0.71%,,,,,,,,,,,,,
13-02-13,0.71%,,,,,,,,,,,,,
14-02-13,0.72%,,,,,,,,,,,,,
15-02-13,0.72%,,,,,,,,,,,,,
18-02-13,0.71%,,,,,,,,,,,,,
19-02-13,0.71%,,,,,,,,,,,,,
20-02-13,0.71%,,,,,,,,,,,,,
21-02-13,0.71%,,,,,,,,,,,,,
22-02-13,0.71%,,,,,,,,,,,,,
25-02-13,0.70%,,,,,,,,,,,,,
26-02-13,0.70%,,,,,,,,,,,,,
27-02-13,0.70%,,,,,,,,,,,,,
28-02-13,0.70%,,,,,,,,,,,,,
01-03-13,0.69%,,,,,,,,,,,,,
04-03-13,0.68%,,,,,,,,,,,,,
05-03-13,0.69%,,,,,,,,,,,,,
06-03-13,0.69%,,,,,,,,,,,,,
07-03-13,0.69%,,,,,,,,,,,,,
08-03-13,0.67%,,,,,,,,,,,,,
11-03-13,0.67%,,,,,,,,,,,,,
12-03-13,0.67%,,,,,,,,,,,,,
13-03-13,0.67%,,,,,,,,,,,,,
14-03-13,0.66%,,,,,,,,,,,,,
15-03-13,0.66%,,,,,,,,,,,,,
18-03-13,0.66%,,,,,,,,,,,,,
19-03-13,0.65%,,,,,,,,,,,,,
20-03-13,0.66%,,,,,,,,,,,,,
21-03-13,0.66%,,,,,,,,,,,,,
22-03-13,0.66%,,,,,,,,,,,,,
25-03-13,0.66%,,,,,,,,,,,,,
26-03-13,0.65%,,,,,,,,,,,,,
27-03-13,0.65%,,,,,,,,,,,,,
28-03-13,0.65%,,,,,,,,,,,,,
29-03-13,0.67%,,,,,,,,,,,,,
01-04-13,0.67%,,,,,,,,,,,,,
02-04-13,0.67%,,,,,,,,,,,,,
03-04-13,0.67%,,,,,,,,,,,,,
04-04-13,0.66%,,,,,,,,,,,,,
05-04-13,0.65%,,,,,,,,,,,,,
08-04-13,0.65%,,,,,,,,,,,,,
09-04-13,0.66%,,,,,,,,,,,,,
10-04-13,0.70%,,,,,,,,,,,,,
11-04-13,0.68%,,,,,,,,,,,,,
12-04-13,0.68%,,,,,,,,,,,,,
15-04-13,0.73%,,,,,,,,,,,,,
16-04-13,0.72%,,,,,,,,,,,,,
17-04-13,0.71%,,,,,,,,,,,,,
18-04-13,0.71%,,,,,,,,,,,,,
19-04-13,0.70%,,,,,,,,,,,,,
22-04-13,0.71%,,,,,,,,,,,,,
23-04-13,0.70%,,,,,,,,,,,,,
24-04-13,0.70%,,,,,,,,,,,,,
25-04-13,0.70%,,,,,,,,,,,,,
26-04-13,0.70%,,,,,,,,,,,,,
29-04-13,0.69%,,,,,,,,,,,,,
30-04-13,0.71%,,,,,,,,,,,,,
01-05-13,0.69%,,,,,,,,,,,,,
02-05-13,0.67%,,,,,,,,,,,,,
03-05-13,0.67%,,,,,,,,,,,,,
06-05-13,0.67%,,,,,,,,,,,,,
07-05-13,0.69%,,,,,,,,,,,,,
08-05-13,0.67%,,,,,,,,,,,,,
09-05-13,0.67%,,,,,,,,,,,,,
10-05-13,0.70%,,,,,,,,,,,,,
13-05-13,0.72%,,,,,,,,,,,,,
14-05-13,0.76%,,,,,,,,,,,,,
15-05-13,0.74%,,,,,,,,,,,,,
16-05-13,0.73%,,,,,,,,,,,,,
17-05-13,0.72%,,,,,,,,,,,,,
20-05-13,0.73%,,,,,,,,,,,,,
21-05-13,0.74%,,,,,,,,,,,,,
22-05-13,0.74%,,,,,,,,,,,,,
23-05-13,0.70%,,,,,,,,,,,,,
24-05-13,0.71%,,,,,,,,,,,,,
27-05-13,0.70%,,,,,,,,,,,,,
28-05-13,0.73%,,,,,,,,,,,,,
29-05-13,0.74%,,,,,,,,,,,,,
30-05-13,0.73%,,,,,,,,,,,,,
31-05-13,0.71%,,,,,,,,,,,,,
03-06-13,0.69%,,,,,,,,,,,,,
04-06-13,0.70%,,,,,,,,,,,,,
05-06-13,0.68%,,,,,,,,,,,,,
06-06-13,0.67%,,,,,,,,,,,,,
07-06-13,0.67%,,,,,,,,,,,,,
10-06-13,0.67%,,,,,,,,,,,,,
11-06-13,0.68%,,,,,,,,,,,,,
12-06-13,0.69%,,,,,,,,,,,,,
13-06-13,0.70%,,,,,,,,,,,,,
14-06-13,0.68%,,,,,,,,,,,,,
17-06-13,0.68%,,,,,,,,,,,,,
18-06-13,0.68%,,,,,,,,,,,,,
19-06-13,0.67%,,,,,,,,,,,,,
20-06-13,0.69%,,,,,,,,,,,,,
21-06-13,0.70%,,,,,,,,,,,,,
24-06-13,0.70%,,,,,,,,,,,,,
25-06-13,0.69%,,,,,,,,,,,,,
26-06-13,0.70%,,,,,,,,,,,,,
27-06-13,0.69%,,,,,,,,,,,,,
28-06-13,0.68%,,,,,,,,,,,,,
01-07-13,0.71%,,,,,,,,,,,,,
02-07-13,0.71%,,,,,,,,,,,,,
03-07-13,0.70%,,,,,,,,,,,,,
04-07-13,0.70%,,,,,,,,,,,,,
05-07-13,0.70%,,,,,,,,,,,,,
08-07-13,0.69%,,,,,,,,,,,,,
09-07-13,0.69%,,,,,,,,,,,,,
10-07-13,0.69%,,,,,,,,,,,,,
11-07-13,0.67%,,,,,,,,,,,,,
12-07-13,0.67%,,,,,,,,,,,,,
15-07-13,0.66%,,,,,,,,,,,,,
16-07-13,0.67%,,,,,,,,,,,,,
17-07-13,0.67%,,,,,,,,,,,,,
18-07-13,0.67%,,,,,,,,,,,,,
19-07-13,0.67%,,,,,,,,,,,,,
22-07-13,0.65%,,,,,,,,,,,,,
23-07-13,0.65%,,,,,,,,,,,,,
24-07-13,0.66%,,,,,,,,,,,,,
25-07-13,0.66%,,,,,,,,,,,,,
26-07-13,0.66%,,,,,,,,,,,,,
29-07-13,0.66%,,,,,,,,,,,,,
30-07-13,0.66%,,,,,,,,,,,,,
31-07-13,0.66%,,,,,,,,,,,,,
01-08-13,0.66%,,,,,,,,,,,,,
02-08-13,0.67%,,,,,,,,,,,,,
05-08-13,0.65%,,,,,,,,,,,,,
06-08-13,0.65%,,,,,,,,,,,,,
07-08-13,0.64%,,,,,,,,,,,,,
08-08-13,0.64%,,,,,,,,,,,,,
09-08-13,0.63%,,,,,,,,,,,,,
12-08-13,0.64%,,,,,,,,,,,,,
13-08-13,0.63%,,,,,,,,,,,,,
14-08-13,0.64%,,,,,,,,,,,,,
15-08-13,0.63%,,,,,,,,,,,,,
16-08-13,0.64%,,,,,,,,,,,,,
19-08-13,0.64%,,,,,,,,,,,,,
20-08-13,0.64%,,,,,,,,,,,,,
21-08-13,0.64%,,,,,,,,,,,,,
22-08-13,0.65%,,,,,,,,,,,,,
23-08-13,0.65%,,,,,,,,,,,,,
26-08-13,0.67%,,,,,,,,,,,,,
27-08-13,0.67%,,,,,,,,,,,,,
28-08-13,0.66%,,,,,,,,,,,,,
29-08-13,0.66%,,,,,,,,,,,,,
30-08-13,0.65%,,,,,,,,,,,,,
02-09-13,0.67%,,,,,,,,,,,,,
03-09-13,0.67%,,,,,,,,,,,,,
04-09-13,0.67%,,,,,,,,,,,,,
05-09-13,0.67%,,,,,,,,,,,,,
06-09-13,0.68%,,,,,,,,,,,,,
09-09-13,0.68%,,,,,,,,,,,,,
10-09-13,0.67%,,,,,,,,,,,,,
11-09-13,0.67%,,,,,,,,,,,,,
12-09-13,0.67%,,,,,,,,,,,,,
13-09-13,0.67%,,,,,,,,,,,,,
16-09-13,0.66%,,,,,,,,,,,,,
17-09-13,0.66%,,,,,,,,,,,,,
18-09-13,0.66%,,,,,,,,,,,,,
19-09-13,0.65%,,,,,,,,,,,,,
20-09-13,0.66%,,,,,,,,,,,,,
23-09-13,0.65%,,,,,,,,,,,,,
24-09-13,0.65%,,,,,,,,,,,,,
25-09-13,0.64%,,,,,,,,,,,,,
26-09-13,0.64%,,,,,,,,,,,,,
27-09-13,0.64%,,,,,,,,,,,,,
30-09-13,0.65%,,,,,,,,,,,,,
01-10-13,0.65%,,,,,,,,,,,,,
02-10-13,0.64%,,,,,,,,,,,,,
03-10-13,0.62%,,,,,,,,,,,,,
04-10-13,0.63%,,,,,,,,,,,,,
07-10-13,0.63%,,,,,,,,,,,,,
08-10-13,0.63%,,,,,,,,,,,,,
09-10-13,0.63%,,,,,,,,,,,,,
10-10-13,0.62%,,,,,,,,,,,,,
11-10-13,0.62%,,,,,,,,,,,,,
14-10-13,0.61%,,,,,,,,,,,,,
15-10-13,0.62%,,,,,,,,,,,,,
16-10-13,0.62%,,,,,,,,,,,,,
17-10-13,0.61%,,,,,,,,,,,,,
18-10-13,0.61%,,,,,,,,,,,,,
21-10-13,0.61%,,,,,,,,,,,,,
22-10-13,0.61%,,,,,,,,,,,,,
23-10-13,0.61%,,,,,,,,,,,,,
24-10-13,0.60%,,,,,,,,,,,,,
25-10-13,0.61%,,,,,,,,,,,,,
28-10-13,0.61%,,,,,,,,,,,,,
29-10-13,0.61%,,,,,,,,,,,,,
30-10-13,0.61%,,,,,,,,,,,,,
31-10-13,0.60%,,,,,,,,,,,,,
01-11-13,0.60%,,,,,,,,,,,,,
04-11-13,0.60%,,,,,,,,,,,,,
05-11-13,0.60%,,,,,,,,,,,,,
06-11-13,0.60%,,,,,,,,,,,,,
07-11-13,0.60%,,,,,,,,,,,,,
08-11-13,0.60%,,,,,,,,,,,,,
11-11-13,0.60%,,,,,,,,,,,,,
12-11-13,0.61%,,,,,,,,,,,,,
13-11-13,0.61%,,,,,,,,,,,,,
14-11-13,0.60%,,,,,,,,,,,,,
15-11-13,0.60%,,,,,,,,,,,,,
18-11-13,0.61%,,,,,,,,,,,,,
19-11-13,0.61%,,,,,,,,,,,,,
20-11-13,0.60%,,,,,,,,,,,,,
21-11-13,0.61%,,,,,,,,,,,,,
22-11-13,0.60%,,,,,,,,,,,,,
25-11-13,0.61%,,,,,,,,,,,,,
26-11-13,0.60%,,,,,,,,,,,,,
27-11-13,0.60%,,,,,,,,,,,,,
28-11-13,0.59%,,,,,,,,,,,,,
29-11-13,0.59%,,,,,,,,,,,,,
02-12-13,0.59%,,,,,,,,,,,,,
03-12-13,0.60%,,,,,,,,,,,,,
04-12-13,0.60%,,,,,,,,,,,,,
05-12-13,0.60%,,,,,,,,,,,,,
06-12-13,0.61%,,,,,,,,,,,,,
09-12-13,0.60%,,,,,,,,,,,,,
10-12-13,0.61%,,,,,,,,,,,,,
11-12-13,0.60%,,,,,,,,,,,,,
12-12-13,0.60%,,,,,,,,,,,,,
13-12-13,0.61%,,,,,,,,,,,,,
16-12-13,0.61%,,,,,,,,,,,,,
17-12-13,0.60%,,,,,,,,,,,,,
18-12-13,0.60%,,,,,,,,,,,,,
19-12-13,0.60%,,,,,,,,,,,,,
20-12-13,0.61%,,,,,,,,,,,,,
23-12-13,0.60%,,,,,,,,,,,,,
24-12-13,0.60%,,,,,,,,,,,,,
25-12-13,0.61%,,,,,,,,,,,,,
26-12-13,0.61%,,,,,,,,,,,,,
27-12-13,0.61%,,,,,,,,,,,,,
30-12-13,0.62%,,,,,,,,,,,,,
31-12-13,0.61%,,,,,,,,,,,,,
01-01-14,0.62%,,,,,,,,,,,,,
02-01-14,0.62%,,,,,,,,,,,,,
03-01-14,0.62%,,,,,,,,,,,,,
06-01-14,0.62%,,,,,,,,,,,,,
07-01-14,0.61%,,,,,,,,,,,,,
08-01-14,0.61%,,,,,,,,,,,,,
09-01-14,0.60%,,,,,,,,,,,,,
10-01-14,0.60%,,,,,,,,,,,,,
13-01-14,0.60%,,,,,,,,,,,,,
14-01-14,0.59%,,,,,,,,,,,,,
15-01-14,0.59%,,,,,,,,,,,,,
16-01-14,0.59%,,,,,,,,,,,,,
17-01-14,0.59%,,,,,,,,,,,,,
20-01-14,0.59%,,,,,,,,,,,,,
21-01-14,0.59%,,,,,,,,,,,,,
22-01-14,0.59%,,,,,,,,,,,,,
23-01-14,0.59%,,,,,,,,,,,,,
24-01-14,0.59%,,,,,,,,,,,,,
27-01-14,0.58%,,,,,,,,,,,,,
28-01-14,0.57%,,,,,,,,,,,,,
29-01-14,0.58%,,,,,,,,,,,,,
30-01-14,0.58%,,,,,,,,,,,,,
31-01-14,0.57%,,,,,,,,,,,,,
03-02-14,0.57%,,,,,,,,,,,,,
04-02-14,0.56%,,,,,,,,,,,,,
05-02-14,0.56%,,,,,,,,,,,,,
06-02-14,0.56%,,,,,,,,,,,,,
07-02-14,0.56%,,,,,,,,,,,,,
10-02-14,0.55%,,,,,,,,,,,,,
11-02-14,0.55%,,,,,,,,,,,,,
12-02-14,0.55%,,,,,,,,,,,,,
13-02-14,0.55%,,,,,,,,,,,,,
14-02-14,0.55%,,,,,,,,,,,,,
17-02-14,0.55%,,,,,,,,,,,,,
18-02-14,0.55%,,,,,,,,,,,,,
19-02-14,0.55%,,,,,,,,,,,,,
20-02-14,0.54%,,,,,,,,,,,,,
21-02-14,0.54%,,,,,,,,,,,,,
24-02-14,0.54%,,,,,,,,,,,,,
25-02-14,0.54%,,,,,,,,,,,,,
26-02-14,0.54%,,,,,,,,,,,,,
27-02-14,0.54%,,,,,,,,,,,,,
28-02-14,0.53%,,,,,,,,,,,,,
03-03-14,0.53%,,,,,,,,,,,,,
04-03-14,0.53%,,,,,,,,,,,,,
05-03-14,0.54%,,,,,,,,,,,,,
06-03-14,0.53%,,,,,,,,,,,,,
07-03-14,0.53%,,,,,,,,,,,,,
10-03-14,0.53%,,,,,,,,,,,,,
11-03-14,0.53%,,,,,,,,,,,,,
12-03-14,0.52%,,,,,,,,,,,,,
13-03-14,0.53%,,,,,,,,,,,,,
14-03-14,0.52%,,,,,,,,,,,,,
17-03-14,0.51%,,,,,,,,,,,,,
18-03-14,0.51%,,,,,,,,,,,,,
19-03-14,0.51%,,,,,,,,,,,,,
20-03-14,0.51%,,,,,,,,,,,,,
21-03-14,0.51%,,,,,,,,,,,,,
24-03-14,0.52%,,,,,,,,,,,,,
25-03-14,0.52%,,,,,,,,,,,,,
26-03-14,0.52%,,,,,,,,,,,,,
27-03-14,0.52%,,,,,,,,,,,,,
28-03-14,0.52%,,,,,,,,,,,,,
31-03-14,0.52%,,,,,,,,,,,,,
01-04-14,0.53%,,,,,,,,,,,,,
02-04-14,0.53%,,,,,,,,,,,,,
03-04-14,0.53%,,,,,,,,,,,,,
04-04-14,0.53%,,,,,,,,,,,,,
07-04-14,0.53%,,,,,,,,,,,,,
08-04-14,0.52%,,,,,,,,,,,,,
09-04-14,0.52%,,,,,,,,,,,,,
10-04-14,0.52%,,,,,,,,,,,,,
11-04-14,0.52%,,,,,,,,,,,,,
14-04-14,0.52%,,,,,,,,,,,,,
15-04-14,0.52%,,,,,,,,,,,,,
16-04-14,0.52%,,,,,,,,,,,,,
17-04-14,0.52%,,,,,,,,,,,,,
18-04-14,0.51%,,,,,,,,,,,,,
21-04-14,0.51%,,,,,,,,,,,,,
22-04-14,0.52%,,,,,,,,,,,,,
23-04-14,0.51%,,,,,,,,,,,,,
24-04-14,0.51%,,,,,,,,,,,,,
25-04-14,0.51%,,,,,,,,,,,,,
28-04-14,0.51%,,,,,,,,,,,,,
29-04-14,0.51%,,,,,,,,,,,,,
30-04-14,0.50%,,,,,,,,,,,,,
01-05-14,0.47%,,,,,,,,,,,,,
02-05-14,0.47%,,,,,,,,,,,,,
05-05-14,0.47%,,,,,,,,,,,,,
06-05-14,0.47%,,,,,,,,,,,,,
07-05-14,0.47%,,,,,,,,,,,,,
08-05-14,0.46%,,,,,,,,,,,,,
09-05-14,0.46%,,,,,,,,,,,,,
12-05-14,0.46%,,,,,,,,,,,,,
13-05-14,0.46%,,,,,,,,,,,,,
14-05-14,0.46%,,,,,,,,,,,,,
15-05-14,0.46%,,,,,,,,,,,,,
16-05-14,0.46%,,,,,,,,,,,,,
19-05-14,0.46%,,,,,,,,,,,,,
20-05-14,0.46%,,,,,,,,,,,,,
21-05-14,0.46%,,,,,,,,,,,,,
22-05-14,0.46%,,,,,,,,,,,,,
23-05-14,0.46%,,,,,,,,,,,,,
26-05-14,0.45%,,,,,,,,,,,,,
27-05-14,0.45%,,,,,,,,,,,,,
28-05-14,0.45%,,,,,,,,,,,,,
29-05-14,0.45%,,,,,,,,,,,,,
30-05-14,0.45%,,,,,,,,,,,,,
02-06-14,0.46%,,,,,,,,,,,,,
03-06-14,0.46%,,,,,,,,,,,,,
04-06-14,0.46%,,,,,,,,,,,,,
05-06-14,0.46%,,,,,,,,,,,,,
06-06-14,0.45%,,,,,,,,,,,,,
09-06-14,0.45%,,,,,,,,,,,,,
10-06-14,0.45%,,,,,,,,,,,,,
11-06-14,0.45%,,,,,,,,,,,,,
12-06-14,0.45%,,,,,,,,,,,,,
13-06-14,0.45%,,,,,,,,,,,,,
16-06-14,0.45%,,,,,,,,,,,,,
17-06-14,0.44%,,,,,,,,,,,,,
18-06-14,0.44%,,,,,,,,,,,,,
19-06-14,0.44%,,,,,,,,,,,,,
20-06-14,0.44%,,,,,,,,,,,,,
23-06-14,0.44%,,,,,,,,,,,,,
24-06-14,0.44%,,,,,,,,,,,,,
25-06-14,0.43%,,,,,,,,,,,,,
26-06-14,0.43%,,,,,,,,,,,,,
27-06-14,0.42%,,,,,,,,,,,,,
30-06-14,0.42%,,,,,,,,,,,,,
01-07-14,0.42%,,,,,,,,,,,,,
02-07-14,0.42%,,,,,,,,,,,,,
03-07-14,0.42%,,,,,,,,,,,,,
04-07-14,0.42%,,,,,,,,,,,,,
07-07-14,0.42%,,,,,,,,,,,,,
08-07-14,0.42%,,,,,,,,,,,,,
09-07-14,0.41%,,,,,,,,,,,,,
10-07-14,0.41%,,,,,,,,,,,,,
11-07-14,0.41%,,,,,,,,,,,,,
14-07-14,0.41%,,,,,,,,,,,,,
15-07-14,0.41%,,,,,,,,,,,,,
16-07-14,0.41%,,,,,,,,,,,,,
17-07-14,0.40%,,,,,,,,,,,,,
18-07-14,0.40%,,,,,,,,,,,,,
21-07-14,0.40%,,,,,,,,,,,,,
22-07-14,0.40%,,,,,,,,,,,,,
23-07-14,0.40%,,,,,,,,,,,,,
24-07-14,0.40%,,,,,,,,,,,,,
25-07-14,0.40%,,,,,,,,,,,,,
28-07-14,0.40%,,,,,,,,,,,,,
29-07-14,0.40%,,,,,,,,,,,,,
30-07-14,0.40%,,,,,,,,,,,,,
31-07-14,0.39%,,,,,,,,,,,,,
01-08-14,0.39%,,,,,,,,,,,,,
04-08-14,0.39%,,,,,,,,,,,,,
05-08-14,0.39%,,,,,,,,,,,,,
06-08-14,0.39%,,,,,,,,,,,,,
07-08-14,0.39%,,,,,,,,,,,,,
08-08-14,0.39%,,,,,,,,,,,,,
11-08-14,0.39%,,,,,,,,,,,,,
12-08-14,0.39%,,,,,,,,,,,,,
13-08-14,0.39%,,,,,,,,,,,,,
14-08-14,0.39%,,,,,,,,,,,,,
15-08-14,0.39%,,,,,,,,,,,,,
18-08-14,0.39%,,,,,,,,,,,,,
19-08-14,0.39%,,,,,,,,,,,,,
20-08-14,0.39%,,,,,,,,,,,,,
21-08-14,0.40%,,,,,,,,,,,,,
22-08-14,0.40%,,,,,,,,,,,,,
25-08-14,0.40%,,,,,,,,,,,,,
26-08-14,0.39%,,,,,,,,,,,,,
27-08-14,0.40%,,,,,,,,,,,,,
28-08-14,0.39%,,,,,,,,,,,,,
29-08-14,0.40%,,,,,,,,,,,,,
01-09-14,0.39%,,,,,,,,,,,,,
02-09-14,0.40%,,,,,,,,,,,,,
03-09-14,0.40%,,,,,,,,,,,,,
04-09-14,0.39%,,,,,,,,,,,,,
05-09-14,0.40%,,,,,,,,,,,,,
08-09-14,0.39%,,,,,,,,,,,,,
09-09-14,0.39%,,,,,,,,,,,,,
10-09-14,0.40%,,,,,,,,,,,,,
11-09-14,0.40%,,,,,,,,,,,,,
12-09-14,0.40%,,,,,,,,,,,,,
15-09-14,0.40%,,,,,,,,,,,,,
16-09-14,0.40%,,,,,,,,,,,,,
17-09-14,0.39%,,,,,,,,,,,,,
18-09-14,0.39%,,,,,,,,,,,,,
19-09-14,0.39%,,,,,,,,,,,,,
22-09-14,0.39%,,,,,,,,,,,,,
23-09-14,0.39%,,,,,,,,,,,,,
24-09-14,0.39%,,,,,,,,,,,,,
25-09-14,0.38%,,,,,,,,,,,,,
26-09-14,0.38%,,,,,,,,,,,,,
29-09-14,0.39%,,,,,,,,,,,,,
30-09-14,0.39%,,,,,,,,,,,,,
01-10-14,0.39%,,,,,,,,,,,,,
02-10-14,0.38%,,,,,,,,,,,,,
03-10-14,0.38%,,,,,,,,,,,,,
06-10-14,0.38%,,,,,,,,,,,,,
07-10-14,0.37%,,,,,,,,,,,,,
08-10-14,0.37%,,,,,,,,,,,,,
09-10-14,0.36%,,,,,,,,,,,,,
10-10-14,0.37%,,,,,,,,,,,,,
13-10-14,0.37%,,,,,,,,,,,,,
14-10-14,0.37%,,,,,,,,,,,,,
15-10-14,0.36%,,,,,,,,,,,,,
16-10-14,0.36%,,,,,,,,,,,,,
17-10-14,0.35%,,,,,,,,,,,,,
20-10-14,0.35%,,,,,,,,,,,,,
21-10-14,0.35%,,,,,,,,,,,,,
22-10-14,0.35%,,,,,,,,,,,,,
23-10-14,0.35%,,,,,,,,,,,,,
24-10-14,0.34%,,,,,,,,,,,,,
27-10-14,0.34%,,,,,,,,,,,,,
28-10-14,0.34%,,,,,,,,,,,,,
29-10-14,0.34%,,,,,,,,,,,,,
30-10-14,0.34%,,,,,,,,,,,,,
31-10-14,0.34%,,,,,,,,,,,,,
03-11-14,0.36%,,,,,,,,,,,,,
04-11-14,0.35%,,,,,,,,,,,,,
05-11-14,0.36%,,,,,,,,,,,,,
06-11-14,0.36%,,,,,,,,,,,,,
07-11-14,0.36%,,,,,,,,,,,,,
10-11-14,0.36%,,,,,,,,,,,,,
11-11-14,0.38%,,,,,,,,,,,,,
12-11-14,0.39%,,,,,,,,,,,,,
13-11-14,0.38%,,,,,,,,,,,,,
14-11-14,0.37%,,,,,,,,,,,,,
17-11-14,0.37%,,,,,,,,,,,,,
18-11-14,0.37%,,,,,,,,,,,,,
19-11-14,0.36%,,,,,,,,,,,,,
20-11-14,0.35%,,,,,,,,,,,,,
21-11-14,0.35%,,,,,,,,,,,,,
24-11-14,0.35%,,,,,,,,,,,,,
25-11-14,0.34%,,,,,,,,,,,,,
26-11-14,0.35%,,,,,,,,,,,,,
27-11-14,0.33%,,,,,,,,,,,,,
28-11-14,0.34%,,,,,,,,,,,,,
01-12-14,0.34%,,,,,,,,,,,,,
02-12-14,0.34%,,,,,,,,,,,,,
03-12-14,0.32%,,,,,,,,,,,,,
04-12-14,0.32%,,,,,,,,,,,,,
05-12-14,0.32%,,,,,,,,,,,,,
08-12-14,0.33%,,,,,,,,,,,,,
09-12-14,0.32%,,,,,,,,,,,,,
10-12-14,0.32%,,,,,,,,,,,,,
11-12-14,0.32%,,,,,,,,,,,,,
12-12-14,0.33%,,,,,,,,,,,,,
15-12-14,0.32%,,,,,,,,,,,,,
16-12-14,0.31%,,,,,,,,,,,,,
17-12-14,0.31%,,,,,,,,,,,,,
18-12-14,0.30%,,,,,,,,,,,,,
19-12-14,0.29%,,,,,,,,,,,,,
22-12-14,0.29%,,,,,,,,,,,,,
23-12-14,0.29%,,,,,,,,,,,,,
24-12-14,0.29%,,,,,,,,,,,,,
25-12-14,0.29%,,,,,,,,,,,,,
26-12-14,0.29%,,,,,,,,,,,,,
29-12-14,0.29%,,,,,,,,,,,,,
30-12-14,0.29%,,,,,,,,,,,,,
31-12-14,0.29%,,,,,,,,,,,,,
02-01-15,0.31%,,,,,,,,,,,,,
05-01-15,0.31%,,,,,,,,,,,,,
06-01-15,0.29%,,,,,,,,,,,,,
07-01-15,0.30%,,,,,,,,,,,,,
08-01-15,0.30%,,,,,,,,,,,,,
09-01-15,0.30%,,,,,,,,,,,,,
12-01-15,0.30%,,,,,,,,,,,,,
13-01-15,0.30%,,,,,,,,,,,,,
14-01-15,0.29%,,,,,,,,,,,,,
15-01-15,0.30%,,,,,,,,,,,,,
16-01-15,0.30%,,,,,,,,,,,,,
19-01-15,0.30%,,,,,,,,,,,,,
20-01-15,0.29%,,,,,,,,,,,,,
21-01-15,0.30%,,,,,,,,,,,,,
22-01-15,0.33%,,,,,,,,,,,,,
23-01-15,0.32%,,,,,,,,,,,,,
26-01-15,0.31%,,,,,,,,,,,,,
27-01-15,0.32%,,,,,,,,,,,,,
28-01-15,0.34%,,,,,,,,,,,,,
29-01-15,0.34%,,,,,,,,,,,,,
30-01-15,0.34%,,,,,,,,,,,,,
02-02-15,0.35%,,,,,,,,,,,,,
03-02-15,0.37%,,,,,,,,,,,,,
04-02-15,0.38%,,,,,,,,,,,,,
05-02-15,0.38%,,,,,,,,,,,,,
06-02-15,0.38%,,,,,,,,,,,,,
09-02-15,0.38%,,,,,,,,,,,,,
10-02-15,0.39%,,,,,,,,,,,,,
11-02-15,0.39%,,,,,,,,,,,,,
12-02-15,0.39%,,,,,,,,,,,,,
13-02-15,0.40%,,,,,,,,,,,,,
16-02-15,0.40%,,,,,,,,,,,,,
17-02-15,0.39%,,,,,,,,,,,,,
18-02-15,0.38%,,,,,,,,,,,,,
19-02-15,0.37%,,,,,,,,,,,,,
20-02-15,0.36%,,,,,,,,,,,,,
23-02-15,0.36%,,,,,,,,,,,,,
24-02-15,0.36%,,,,,,,,,,,,,
25-02-15,0.34%,,,,,,,,,,,,,
26-02-15,0.35%,,,,,,,,,,,,,
27-02-15,0.34%,,,,,,,,,,,,,
02-03-15,0.35%,,,,,,,,,,,,,
03-03-15,0.37%,,,,,,,,,,,,,
04-03-15,0.37%,,,,,,,,,,,,,
05-03-15,0.36%,,,,,,,,,,,,,
06-03-15,0.36%,,,,,,,,,,,,,
09-03-15,0.38%,,,,,,,,,,,,,
10-03-15,0.39%,,,,,,,,,,,,,
11-03-15,0.38%,,,,,,,,,,,,,
12-03-15,0.37%,,,,,,,,,,,,,
13-03-15,0.37%,,,,,,,,,,,,,
16-03-15,0.37%,,,,,,,,,,,,,
17-03-15,0.37%,,,,,,,,,,,,,
18-03-15,0.36%,,,,,,,,,,,,,
19-03-15,0.34%,,,,,,,,,,,,,
20-03-15,0.35%,,,,,,,,,,,,,
23-03-15,0.35%,,,,,,,,,,,,,
24-03-15,0.35%,,,,,,,,,,,,,
25-03-15,0.36%,,,,,,,,,,,,,
26-03-15,0.36%,,,,,,,,,,,,,
27-03-15,0.38%,,,,,,,,,,,,,
30-03-15,0.38%,,,,,,,,,,,,,
31-03-15,0.39%,,,,,,,,,,,,,
01-04-15,0.38%,,,,,,,,,,,,,
02-04-15,0.37%,,,,,,,,,,,,,
03-04-15,0.37%,,,,,,,,,,,,,
06-04-15,0.37%,,,,,,,,,,,,,
07-04-15,0.37%,,,,,,,,,,,,,
08-04-15,0.38%,,,,,,,,,,,,,
09-04-15,0.37%,,,,,,,,,,,,,
10-04-15,0.37%,,,,,,,,,,,,,
13-04-15,0.36%,,,,,,,,,,,,,
14-04-15,0.36%,,,,,,,,,,,,,
15-04-15,0.36%,,,,,,,,,,,,,
16-04-15,0.36%,,,,,,,,,,,,,
17-04-15,0.35%,,,,,,,,,,,,,
20-04-15,0.35%,,,,,,,,,,,,,
21-04-15,0.35%,,,,,,,,,,,,,
22-04-15,0.35%,,,,,,,,,,,,,
23-04-15,0.35%,,,,,,,,,,,,,
24-04-15,0.33%,,,,,,,,,,,,,
27-04-15,0.34%,,,,,,,,,,,,,
