Effective date ,Yield To Maturity,,,,,,,,,,,,,
19-10-22,0.81%,,,,,,,,,,,,,
20-10-22,0.82%,,,,,,,,,,,,,
21-10-22,0.84%,,,,,,,,,,,,,
24-10-22,0.84%,,,,,,,,,,,,,
25-10-22,0.83%,,,,,,,,,,,,,
26-10-22,0.82%,,,,,,,,,,,,,
27-10-22,0.80%,,,,,,,,,,,,,
28-10-22,0.79%,,,,,,,,,,,,,
31-10-22,0.79%,,,,,,,,,,,,,
01-11-22,0.79%,,,,,,,,,,,,,
02-11-22,0.80%,,,,,,,,,,,,,
03-11-22,0.80%,,,,,,,,,,,,,
04-11-22,0.81%,,,,,,,,,,,,,
07-11-22,0.81%,,,,,,,,,,,,,
08-11-22,0.81%,,,,,,,,,,,,,
09-11-22,0.80%,,,,,,,,,,,,,
10-11-22,0.80%,,,,,,,,,,,,,
11-11-22,0.78%,,,,,,,,,,,,,
14-11-22,0.79%,,,,,,,,,,,,,
15-11-22,0.79%,,,,,,,,,,,,,
16-11-22,0.79%,,,,,,,,,,,,,
17-11-22,0.79%,,,,,,,,,,,,,
18-11-22,0.81%,,,,,,,,,,,,,
21-11-22,0.81%,,,,,,,,,,,,,
22-11-22,0.81%,,,,,,,,,,,,,
23-11-22,0.81%,,,,,,,,,,,,,
24-11-22,0.81%,,,,,,,,,,,,,
25-11-22,0.82%,,,,,,,,,,,,,
28-11-22,0.82%,,,,,,,,,,,,,
29-11-22,0.83%,,,,,,,,,,,,,
30-11-22,0.83%,,,,,,,,,,,,,
01-12-22,0.83%,,,,,,,,,,,,,
02-12-22,0.83%,,,,,,,,,,,,,
05-12-22,0.84%,,,,,,,,,,,,,
06-12-22,0.85%,,,,,,,,,,,,,
07-12-22,0.84%,,,,,,,,,,,,,
08-12-22,0.84%,,,,,,,,,,,,,
09-12-22,0.84%,,,,,,,,,,,,,
12-12-22,0.84%,,,,,,,,,,,,,
13-12-22,0.84%,,,,,,,,,,,,,
14-12-22,0.84%,,,,,,,,,,,,,
15-12-22,0.84%,,,,,,,,,,,,,
16-12-22,0.84%,,,,,,,,,,,,,
19-12-22,0.85%,,,,,,,,,,,,,
20-12-22,0.90%,,,,,,,,,,,,,
21-12-22,0.93%,,,,,,,,,,,,,
22-12-22,0.91%,,,,,,,,,,,,,
23-12-22,0.92%,,,,,,,,,,,,,
26-12-22,0.94%,,,,,,,,,,,,,
27-12-22,0.95%,,,,,,,,,,,,,
28-12-22,0.95%,,,,,,,,,,,,,
29-12-22,0.96%,,,,,,,,,,,,,
30-12-22,0.97%,,,,,,,,,,,,,
02-01-23,0.98%,,,,,,,,,,,,,
03-01-23,0.98%,,,,,,,,,,,,,
04-01-23,0.98%,,,,,,,,,,,,,
05-01-23,0.97%,,,,,,,,,,,,,
06-01-23,0.97%,,,,,,,,,,,,,
09-01-23,0.96%,,,,,,,,,,,,,
10-01-23,0.99%,,,,,,,,,,,,,
11-01-23,0.99%,,,,,,,,,,,,,
12-01-23,1.01%,,,,,,,,,,,,,
13-01-23,1.02%,,,,,,,,,,,,,
16-01-23,1.01%,,,,,,,,,,,,,
17-01-23,1.02%,,,,,,,,,,,,,
18-01-23,0.97%,,,,,,,,,,,,,
19-01-23,0.96%,,,,,,,,,,,,,
20-01-23,0.93%,,,,,,,,,,,,,
23-01-23,0.92%,,,,,,,,,,,,,
24-01-23,0.92%,,,,,,,,,,,,,
25-01-23,0.93%,,,,,,,,,,,,,
26-01-23,0.93%,,,,,,,,,,,,,
27-01-23,0.95%,,,,,,,,,,,,,
30-01-23,0.95%,,,,,,,,,,,,,
31-01-23,0.96%,,,,,,,,,,,,,
01-02-23,0.96%,,,,,,,,,,,,,
02-02-23,0.95%,,,,,,,,,,,,,
03-02-23,0.94%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
