"Date","Price","Open","High","Low","Vol.","Change %"
"08/06/2021","1,992.28","1,985.36","2,001.08","1,980.43","","0.34%"
"08/05/2021","1,985.57","1,994.78","2,004.29","1,985.31","","-0.42%"
"08/04/2021","1,993.85","2,002.55","2,004.77","1,992.51","","-0.48%"
"08/03/2021","2,003.50","2,018.14","2,027.23","1,995.97","","-1.46%"
"08/02/2021","2,033.11","2,012.27","2,036.67","2,010.25","","2.32%"
"07/30/2021","1,986.99","1,995.52","1,996.84","1,983.43","","-1.13%"
"07/29/2021","2,009.66","2,017.70","2,017.70","1,992.95","","0.50%"
"07/28/2021","1,999.62","2,012.10","2,024.09","1,988.67","","-1.19%"
"07/27/2021","2,023.73","2,012.56","2,024.28","2,010.40","","0.92%"
"07/26/2021","2,005.35","1,980.37","2,017.32","1,980.24","","3.20%"
"07/21/2021","1,943.11","1,956.94","1,971.52","1,941.68","","0.30%"
"07/20/2021","1,937.27","1,956.41","1,960.34","1,929.71","","-2.32%"
"07/19/2021","1,983.21","1,981.77","1,996.10","1,976.76","","-0.56%"
"07/16/2021","1,994.33","1,980.56","2,000.00","1,977.06","","0.26%"
"07/15/2021","1,989.24","2,012.52","2,019.71","1,982.11","","-0.72%"
"07/14/2021","2,003.71","2,015.53","2,028.20","2,003.71","","-1.82%"
"07/13/2021","2,040.85","2,017.40","2,044.08","2,005.88","","1.70%"
"07/12/2021","2,006.81","2,009.59","2,017.30","2,000.68","","2.00%"
"07/09/2021","1,967.55","1,953.21","1,969.61","1,931.26","","-0.79%"
"07/08/2021","1,983.13","1,995.54","2,005.41","1,983.13","","-1.07%"
"07/07/2021","2,004.52","1,991.68","2,017.19","1,990.47","","-0.45%"
"07/06/2021","2,013.65","2,028.39","2,038.60","2,013.65","","0.03%"
"07/05/2021","2,013.01","1,992.95","2,023.39","1,991.98","","0.75%"
"07/02/2021","1,997.98","1,983.30","2,000.62","1,981.88","","1.37%"
"07/01/2021","1,971.05","1,981.54","1,983.24","1,968.51","","-0.81%"
"06/30/2021","1,987.08","2,003.33","2,003.54","1,986.69","","-0.70%"
"06/29/2021","2,001.15","1,994.38","2,002.16","1,986.02","","-1.18%"
"06/28/2021","2,025.11","2,022.54","2,029.77","2,009.49","","0.02%"
"06/25/2021","2,024.64","2,034.91","2,044.14","2,020.84","","0.28%"
"06/24/2021","2,019.08","2,029.46","2,034.02","2,015.92","","-1.15%"
"06/23/2021","2,042.57","2,053.01","2,056.07","2,038.60","","0.10%"
"06/22/2021","2,040.53","2,015.94","2,050.51","2,015.83","","2.70%"
"06/21/2021","1,986.91","1,999.21","1,999.94","1,974.53","","-2.54%"
"06/18/2021","2,038.77","2,057.89","2,070.01","2,032.98","","-1.21%"
"06/17/2021","2,063.66","2,064.09","2,068.52","2,051.95","","0.06%"
"06/16/2021","2,062.50","2,053.73","2,076.23","2,053.73","","0.15%"
"06/15/2021","2,059.42","2,057.23","2,068.25","2,047.39","","-0.14%"
"06/14/2021","2,062.24","2,094.48","2,094.48","2,054.09","","-1.10%"
"06/11/2021","2,085.25","2,075.70","2,090.11","2,065.15","","-0.67%"
"06/10/2021","2,099.27","2,085.63","2,108.59","2,082.30","","0.99%"
"06/09/2021","2,078.71","2,057.43","2,088.28","2,057.23","","1.86%"
"06/08/2021","2,040.68","2,026.12","2,045.65","2,026.12","","0.55%"
"06/07/2021","2,029.58","2,036.42","2,036.42","2,013.60","","-0.12%"
"06/04/2021","2,032.04","2,027.57","2,036.03","2,023.58","","-0.57%"
"06/03/2021","2,043.74","2,029.01","2,044.48","2,026.42","","0.78%"
"06/02/2021","2,027.99","2,002.27","2,029.50","1,983.00","","2.86%"
"06/01/2021","1,971.63","1,965.54","1,972.56","1,948.81","","0.63%"
"05/31/2021","1,959.34","1,965.47","1,981.24","1,954.80","","-1.30%"
"05/28/2021","1,985.08","1,974.15","1,985.08","1,962.71","","1.18%"
"05/27/2021","1,961.93","1,947.43","1,962.90","1,944.00","","0.82%"
"05/26/2021","1,946.03","1,933.24","1,951.00","1,927.59","","0.09%"
"05/25/2021","1,944.36","1,935.95","1,952.65","1,930.61","","1.14%"
"05/24/2021","1,922.35","1,926.74","1,933.70","1,908.03","","0.25%"
"05/21/2021","1,917.58","1,913.86","1,923.50","1,905.42","","0.24%"
"05/20/2021","1,912.97","1,887.53","1,926.72","1,887.53","","1.86%"
"05/19/2021","1,878.04","1,870.10","1,879.16","1,853.83","","-0.22%"
"05/18/2021","1,882.24","1,865.33","1,902.85","1,863.27","","2.18%"
"05/17/2021","1,842.01","1,805.23","1,856.61","1,805.23","","3.51%"
"05/14/2021","1,779.57","1,760.13","1,787.74","1,747.66","","2.08%"
"05/13/2021","1,743.37","1,766.25","1,766.25","1,733.50","","-1.89%"
"05/12/2021","1,777.03","1,819.83","1,822.02","1,759.01","","-3.06%"
"05/11/2021","1,833.20","1,864.01","1,868.21","1,826.17","","-2.26%"
"05/10/2021","1,875.60","1,900.22","1,900.22","1,858.98","","-0.67%"
"05/07/2021","1,888.33","1,868.96","1,896.61","1,861.81","","1.03%"
"05/06/2021","1,869.15","1,845.44","1,881.39","1,841.50","","1.84%"
"04/30/2021","1,835.32","1,832.14","1,842.20","1,821.65","","-0.18%"
"04/28/2021","1,838.55","1,823.31","1,841.52","1,823.31","","0.84%"
"04/27/2021","1,823.22","1,839.86","1,843.17","1,823.22","","-1.48%"
"04/26/2021","1,850.64","1,843.43","1,853.00","1,830.84","","0.72%"
"04/23/2021","1,837.44","1,853.49","1,854.55","1,833.37","","-0.38%"
"04/22/2021","1,844.49","1,854.93","1,858.75","1,835.41","","0.65%"
"04/21/2021","1,832.60","1,846.93","1,846.93","1,823.52","","-2.36%"
"04/20/2021","1,876.81","1,894.72","1,898.14","1,869.51","","-2.37%"
"04/19/2021","1,922.33","1,953.99","1,953.99","1,915.22","","-1.78%"
"04/16/2021","1,957.17","1,939.48","1,957.17","1,936.38","","1.67%"
"04/15/2021","1,925.07","1,933.87","1,936.44","1,913.59","","-0.49%"
"04/14/2021","1,934.60","1,940.92","1,944.00","1,929.65","","-0.38%"
"04/13/2021","1,941.92","1,936.36","1,950.77","1,934.19","","0.49%"
"04/12/2021","1,932.47","1,930.88","1,943.95","1,928.42","","0.33%"
"04/09/2021","1,926.06","1,967.40","1,968.02","1,925.83","","-1.12%"
"04/08/2021","1,947.96","1,984.23","1,984.23","1,941.45","","-1.91%"
"04/07/2021","1,985.80","1,972.22","1,985.80","1,963.29","","1.42%"
"04/06/2021","1,957.96","1,984.57","1,984.57","1,948.64","","-0.37%"
"04/05/2021","1,965.30","1,941.24","1,966.70","1,940.26","","2.03%"
"04/02/2021","1,926.28","1,954.46","1,964.90","1,926.15","","-0.87%"
"04/01/2021","1,943.21","1,930.33","1,946.99","1,922.22","","1.10%"
