"Date","Price","Open","High","Low","Change %"
"Sep 26, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 23, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 22, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 21, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 20, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 19, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 16, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 15, 2022","2.650","2.650","2.650","2.650","0.00%"
"Sep 14, 2022","2.650","2.650","2.650","2.650","8.16%"
"Sep 13, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 12, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 09, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 08, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 07, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 06, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 05, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 02, 2022","2.450","2.450","2.450","2.450","0.00%"
"Sep 01, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 30, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 29, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 26, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 25, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 24, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 23, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 22, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 19, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 18, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 17, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 16, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 15, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 12, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 11, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 10, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 09, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 08, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 05, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 04, 2022","2.450","2.450","2.450","2.450","0.00%"
"Aug 03, 2022","2.450","2.450","2.450","2.450","-2.39%"
"Aug 02, 2022","2.510","2.510","2.510","2.510","0.00%"
"Aug 01, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 29, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 28, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 27, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 26, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 25, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 22, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 21, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 20, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 19, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 18, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 14, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 13, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 12, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 11, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 08, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 07, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 06, 2022","2.510","2.510","2.510","2.510","0.00%"
"Jul 05, 2022","2.510","1.800","2.510","1.800","19.52%"
"Jul 04, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jul 01, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 30, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 29, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 28, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 27, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 24, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 23, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 22, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 21, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 20, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 17, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 16, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 15, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 14, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 13, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 10, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 09, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 08, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 07, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 06, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 03, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 02, 2022","2.100","2.100","2.100","2.100","0.00%"
"Jun 01, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 31, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 30, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 27, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 26, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 25, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 24, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 23, 2022","2.100","2.100","2.100","2.100","13.51%"
"May 20, 2022","1.850","1.850","1.850","1.850","-11.90%"
"May 19, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 18, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 17, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 16, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 13, 2022","2.100","2.100","2.100","2.100","0.00%"
"May 12, 2022","2.100","2.100","2.100","2.100","13.51%"
"May 11, 2022","1.850","1.850","1.850","1.850","0.00%"
"May 10, 2022","1.850","1.850","1.850","1.850","0.00%"
"May 09, 2022","1.850","1.850","1.850","1.850","2.21%"
"May 06, 2022","1.810","1.810","1.810","1.810","0.00%"
"May 05, 2022","1.810","1.810","1.810","1.810","0.00%"
"May 04, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 29, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 28, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 27, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 26, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 25, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 22, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 21, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 20, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 18, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 15, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 14, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 13, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 12, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 11, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 08, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 07, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 05, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 04, 2022","1.810","1.810","1.810","1.810","0.00%"
"Apr 01, 2022","1.810","1.810","1.810","1.810","0.00%"
"Mar 31, 2022","1.810","1.810","1.810","1.810","0.00%"
"Mar 30, 2022","1.810","1.810","1.810","1.810","-1.09%"
"Mar 29, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 28, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 25, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 24, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 23, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 21, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 18, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 17, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 16, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 15, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 14, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 11, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 10, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 09, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 08, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 04, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 03, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 02, 2022","1.830","1.830","1.830","1.830","0.00%"
"Mar 01, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 28, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 25, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 24, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 23, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 22, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 21, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 18, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 17, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 16, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 15, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 14, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 11, 2022","1.830","1.830","1.830","1.830","0.00%"
"Feb 10, 2022","1.830","1.800","1.830","1.800","1.67%"
"Feb 09, 2022","1.800","1.800","1.800","1.800","0.00%"
"Feb 08, 2022","1.800","1.800","1.800","1.800","0.00%"
"Feb 07, 2022","1.800","1.800","1.800","1.800","0.00%"
"Feb 04, 2022","1.800","1.800","1.800","1.800","0.00%"
"Feb 03, 2022","1.800","1.800","1.800","1.800","0.00%"
"Feb 01, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 28, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 27, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 26, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 24, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 21, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 20, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 19, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 17, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 13, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 12, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 11, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 10, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 07, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 06, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 05, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 04, 2022","1.800","1.800","1.800","1.800","0.00%"
"Jan 03, 2022","1.800","1.800","1.800","1.800","0.00%"
"Dec 31, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 30, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 29, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 28, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 24, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 23, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 22, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 21, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 20, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 17, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 16, 2021","1.800","1.800","1.800","1.800","0.00%"
"Dec 15, 2021","1.800","1.800","1.800","1.800","1.12%"
"Dec 14, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 13, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 10, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 09, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 08, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 07, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 06, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 03, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 02, 2021","1.780","1.780","1.780","1.780","0.00%"
"Dec 01, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 30, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 29, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 26, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 25, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 24, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 23, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 22, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 19, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 18, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 17, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 16, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 15, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 12, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 10, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 09, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 08, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 03, 2021","1.780","1.780","1.780","1.780","0.00%"
"Nov 01, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 29, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 28, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 27, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 26, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 25, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 22, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 21, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 20, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 19, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 18, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 15, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 14, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 13, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 12, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 11, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 08, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 07, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 06, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 05, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 04, 2021","1.780","1.780","1.780","1.780","0.00%"
"Oct 01, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 30, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 29, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 28, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 24, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 23, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 22, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 21, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 20, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 15, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 14, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 13, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 10, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 09, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 08, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 07, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 03, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 02, 2021","1.780","1.780","1.780","1.780","0.00%"
"Sep 01, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 30, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 27, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 26, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 25, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 24, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 23, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 20, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 19, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 18, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 17, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 16, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 13, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 12, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 11, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 09, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 06, 2021","1.780","1.780","1.780","1.780","0.00%"
"Aug 05, 2021","1.780","1.780","1.780","1.780","-1.66%"
"Aug 04, 2021","1.810","1.810","1.810","1.810","0.00%"
"Aug 03, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 30, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 29, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 28, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 27, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 26, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 23, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 22, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 21, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 19, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 16, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 15, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 14, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 13, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 12, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 09, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 08, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 07, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 06, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 05, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 02, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jul 01, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 30, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 29, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 28, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 25, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 24, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 23, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 22, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 21, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 18, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 17, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 16, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 15, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 14, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 11, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 10, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 09, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 08, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 04, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 03, 2021","1.810","1.810","1.810","1.810","0.00%"
"Jun 02, 2021","1.810","1.810","1.810","1.810","1.12%"
"Jun 01, 2021","1.790","1.790","1.790","1.790","-1.10%"
"May 31, 2021","1.810","1.810","1.810","1.810","0.00%"
"May 28, 2021","1.810","1.810","1.810","1.810","0.00%"
"May 27, 2021","1.810","1.810","1.810","1.810","1.12%"
"May 25, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 24, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 21, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 20, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 19, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 18, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 17, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 13, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 12, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 11, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 10, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 07, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 06, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 05, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 04, 2021","1.790","1.790","1.790","1.790","0.00%"
"May 03, 2021","1.790","1.790","1.790","1.790","0.00%"
"Apr 30, 2021","1.790","1.790","1.790","1.790","0.00%"
"Apr 29, 2021","1.790","1.790","1.790","1.790","0.00%"
"Apr 28, 2021","1.790","1.790","1.790","1.790","0.00%"
"Apr 27, 2021","1.790","1.790","1.790","1.790","0.00%"
"Apr 26, 2021","1.790","1.790","1.790","1.790","0.00%"
"Apr 23, 2021","1.790","1.790","1.790","1.790","0.00%"
"Apr 22, 2021","1.790","1.790","1.790","1.790","0.00%"
