Effective date ,Yield To Maturity,,,,,,,,,,,,,
20-09-17,2.43%,,,,,,,,,,,,,
21-09-17,2.40%,,,,,,,,,,,,,
22-09-17,2.42%,,,,,,,,,,,,,
25-09-17,2.41%,,,,,,,,,,,,,
26-09-17,2.40%,,,,,,,,,,,,,
27-09-17,2.43%,,,,,,,,,,,,,
28-09-17,2.44%,,,,,,,,,,,,,
29-09-17,2.45%,,,,,,,,,,,,,
02-10-17,2.50%,,,,,,,,,,,,,
03-10-17,2.49%,,,,,,,,,,,,,
04-10-17,2.50%,,,,,,,,,,,,,
05-10-17,2.50%,,,,,,,,,,,,,
06-10-17,2.49%,,,,,,,,,,,,,
09-10-17,2.49%,,,,,,,,,,,,,
10-10-17,2.48%,,,,,,,,,,,,,
11-10-17,2.47%,,,,,,,,,,,,,
12-10-17,2.47%,,,,,,,,,,,,,
13-10-17,2.48%,,,,,,,,,,,,,
16-10-17,2.47%,,,,,,,,,,,,,
17-10-17,2.47%,,,,,,,,,,,,,
18-10-17,2.47%,,,,,,,,,,,,,
19-10-17,2.47%,,,,,,,,,,,,,
20-10-17,2.48%,,,,,,,,,,,,,
23-10-17,2.49%,,,,,,,,,,,,,
24-10-17,2.51%,,,,,,,,,,,,,
25-10-17,2.52%,,,,,,,,,,,,,
26-10-17,2.51%,,,,,,,,,,,,,
27-10-17,2.51%,,,,,,,,,,,,,
30-10-17,2.51%,,,,,,,,,,,,,
31-10-17,2.50%,,,,,,,,,,,,,
01-11-17,2.50%,,,,,,,,,,,,,
02-11-17,2.49%,,,,,,,,,,,,,
03-11-17,2.50%,,,,,,,,,,,,,
06-11-17,2.50%,,,,,,,,,,,,,
07-11-17,2.51%,,,,,,,,,,,,,
08-11-17,2.50%,,,,,,,,,,,,,
09-11-17,2.50%,,,,,,,,,,,,,
10-11-17,2.50%,,,,,,,,,,,,,
13-11-17,2.50%,,,,,,,,,,,,,
14-11-17,2.51%,,,,,,,,,,,,,
15-11-17,2.51%,,,,,,,,,,,,,
16-11-17,2.51%,,,,,,,,,,,,,
17-11-17,2.52%,,,,,,,,,,,,,
20-11-17,2.51%,,,,,,,,,,,,,
21-11-17,2.51%,,,,,,,,,,,,,
22-11-17,2.51%,,,,,,,,,,,,,
23-11-17,2.51%,,,,,,,,,,,,,
24-11-17,2.51%,,,,,,,,,,,,,
27-11-17,2.52%,,,,,,,,,,,,,
28-11-17,2.53%,,,,,,,,,,,,,
29-11-17,2.53%,,,,,,,,,,,,,
30-11-17,2.54%,,,,,,,,,,,,,
01-12-17,2.59%,,,,,,,,,,,,,
04-12-17,2.59%,,,,,,,,,,,,,
05-12-17,2.59%,,,,,,,,,,,,,
06-12-17,2.59%,,,,,,,,,,,,,
07-12-17,2.59%,,,,,,,,,,,,,
08-12-17,2.59%,,,,,,,,,,,,,
11-12-17,2.60%,,,,,,,,,,,,,
12-12-17,2.60%,,,,,,,,,,,,,
13-12-17,2.61%,,,,,,,,,,,,,
14-12-17,2.61%,,,,,,,,,,,,,
15-12-17,2.59%,,,,,,,,,,,,,
18-12-17,2.59%,,,,,,,,,,,,,
19-12-17,2.60%,,,,,,,,,,,,,
20-12-17,2.60%,,,,,,,,,,,,,
21-12-17,2.60%,,,,,,,,,,,,,
22-12-17,2.61%,,,,,,,,,,,,,
25-12-17,2.61%,,,,,,,,,,,,,
26-12-17,2.60%,,,,,,,,,,,,,
27-12-17,2.59%,,,,,,,,,,,,,
28-12-17,2.59%,,,,,,,,,,,,,
29-12-17,2.59%,,,,,,,,,,,,,
02-01-18,2.56%,,,,,,,,,,,,,
03-01-18,2.57%,,,,,,,,,,,,,
04-01-18,2.56%,,,,,,,,,,,,,
05-01-18,2.56%,,,,,,,,,,,,,
08-01-18,2.63%,,,,,,,,,,,,,
09-01-18,2.69%,,,,,,,,,,,,,
10-01-18,2.68%,,,,,,,,,,,,,
11-01-18,2.68%,,,,,,,,,,,,,
12-01-18,2.68%,,,,,,,,,,,,,
15-01-18,2.68%,,,,,,,,,,,,,
16-01-18,2.68%,,,,,,,,,,,,,
17-01-18,2.69%,,,,,,,,,,,,,
18-01-18,2.69%,,,,,,,,,,,,,
19-01-18,2.70%,,,,,,,,,,,,,
22-01-18,2.71%,,,,,,,,,,,,,
23-01-18,2.73%,,,,,,,,,,,,,
24-01-18,2.72%,,,,,,,,,,,,,
25-01-18,2.72%,,,,,,,,,,,,,
26-01-18,2.72%,,,,,,,,,,,,,
29-01-18,2.73%,,,,,,,,,,,,,
30-01-18,2.76%,,,,,,,,,,,,,
31-01-18,2.79%,,,,,,,,,,,,,
01-02-18,2.79%,,,,,,,,,,,,,
02-02-18,2.79%,,,,,,,,,,,,,
05-02-18,2.81%,,,,,,,,,,,,,
06-02-18,2.85%,,,,,,,,,,,,,
07-02-18,2.84%,,,,,,,,,,,,,
08-02-18,2.84%,,,,,,,,,,,,,
09-02-18,2.87%,,,,,,,,,,,,,
12-02-18,2.89%,,,,,,,,,,,,,
13-02-18,2.91%,,,,,,,,,,,,,
14-02-18,2.91%,,,,,,,,,,,,,
15-02-18,2.92%,,,,,,,,,,,,,
16-02-18,2.92%,,,,,,,,,,,,,
19-02-18,2.92%,,,,,,,,,,,,,
20-02-18,2.93%,,,,,,,,,,,,,
21-02-18,2.94%,,,,,,,,,,,,,
22-02-18,2.95%,,,,,,,,,,,,,
23-02-18,2.97%,,,,,,,,,,,,,
26-02-18,2.97%,,,,,,,,,,,,,
27-02-18,2.97%,,,,,,,,,,,,,
28-02-18,2.98%,,,,,,,,,,,,,
01-03-18,2.98%,,,,,,,,,,,,,
02-03-18,2.98%,,,,,,,,,,,,,
05-03-18,2.97%,,,,,,,,,,,,,
06-03-18,2.96%,,,,,,,,,,,,,
07-03-18,2.97%,,,,,,,,,,,,,
08-03-18,2.98%,,,,,,,,,,,,,
09-03-18,2.99%,,,,,,,,,,,,,
12-03-18,3.00%,,,,,,,,,,,,,
13-03-18,3.01%,,,,,,,,,,,,,
14-03-18,3.01%,,,,,,,,,,,,,
15-03-18,3.01%,,,,,,,,,,,,,
16-03-18,3.01%,,,,,,,,,,,,,
19-03-18,3.01%,,,,,,,,,,,,,
20-03-18,3.03%,,,,,,,,,,,,,
21-03-18,3.04%,,,,,,,,,,,,,
22-03-18,3.06%,,,,,,,,,,,,,
23-03-18,3.07%,,,,,,,,,,,,,
26-03-18,3.07%,,,,,,,,,,,,,
27-03-18,3.07%,,,,,,,,,,,,,
28-03-18,3.06%,,,,,,,,,,,,,
29-03-18,3.03%,,,,,,,,,,,,,
30-03-18,3.04%,,,,,,,,,,,,,
02-04-18,3.05%,,,,,,,,,,,,,
03-04-18,3.05%,,,,,,,,,,,,,
04-04-18,3.05%,,,,,,,,,,,,,
05-04-18,3.06%,,,,,,,,,,,,,
06-04-18,3.06%,,,,,,,,,,,,,
09-04-18,3.06%,,,,,,,,,,,,,
10-04-18,3.06%,,,,,,,,,,,,,
11-04-18,3.06%,,,,,,,,,,,,,
12-04-18,3.06%,,,,,,,,,,,,,
13-04-18,3.06%,,,,,,,,,,,,,
16-04-18,3.06%,,,,,,,,,,,,,
17-04-18,3.07%,,,,,,,,,,,,,
18-04-18,3.07%,,,,,,,,,,,,,
19-04-18,3.07%,,,,,,,,,,,,,
20-04-18,3.09%,,,,,,,,,,,,,
23-04-18,3.10%,,,,,,,,,,,,,
24-04-18,3.13%,,,,,,,,,,,,,
25-04-18,3.14%,,,,,,,,,,,,,
26-04-18,3.16%,,,,,,,,,,,,,
27-04-18,3.17%,,,,,,,,,,,,,
30-04-18,3.18%,,,,,,,,,,,,,
01-05-18,3.17%,,,,,,,,,,,,,
02-05-18,3.17%,,,,,,,,,,,,,
03-05-18,3.17%,,,,,,,,,,,,,
04-05-18,3.17%,,,,,,,,,,,,,
07-05-18,3.17%,,,,,,,,,,,,,
08-05-18,3.18%,,,,,,,,,,,,,
09-05-18,3.19%,,,,,,,,,,,,,
10-05-18,3.21%,,,,,,,,,,,,,
11-05-18,3.21%,,,,,,,,,,,,,
14-05-18,3.20%,,,,,,,,,,,,,
15-05-18,3.20%,,,,,,,,,,,,,
16-05-18,3.20%,,,,,,,,,,,,,
17-05-18,3.21%,,,,,,,,,,,,,
18-05-18,3.21%,,,,,,,,,,,,,
21-05-18,3.22%,,,,,,,,,,,,,
22-05-18,3.22%,,,,,,,,,,,,,
23-05-18,3.22%,,,,,,,,,,,,,
24-05-18,3.22%,,,,,,,,,,,,,
25-05-18,3.21%,,,,,,,,,,,,,
28-05-18,3.21%,,,,,,,,,,,,,
29-05-18,3.21%,,,,,,,,,,,,,
30-05-18,3.20%,,,,,,,,,,,,,
31-05-18,3.19%,,,,,,,,,,,,,
01-06-18,3.19%,,,,,,,,,,,,,
04-06-18,3.19%,,,,,,,,,,,,,
05-06-18,3.19%,,,,,,,,,,,,,
06-06-18,3.20%,,,,,,,,,,,,,
07-06-18,3.20%,,,,,,,,,,,,,
08-06-18,3.20%,,,,,,,,,,,,,
11-06-18,3.20%,,,,,,,,,,,,,
12-06-18,3.21%,,,,,,,,,,,,,
13-06-18,3.21%,,,,,,,,,,,,,
14-06-18,3.20%,,,,,,,,,,,,,
15-06-18,3.20%,,,,,,,,,,,,,
18-06-18,3.20%,,,,,,,,,,,,,
19-06-18,3.20%,,,,,,,,,,,,,
20-06-18,3.19%,,,,,,,,,,,,,
21-06-18,3.20%,,,,,,,,,,,,,
22-06-18,3.21%,,,,,,,,,,,,,
25-06-18,3.21%,,,,,,,,,,,,,
26-06-18,3.21%,,,,,,,,,,,,,
27-06-18,3.20%,,,,,,,,,,,,,
28-06-18,3.20%,,,,,,,,,,,,,
29-06-18,3.20%,,,,,,,,,,,,,
02-07-18,3.20%,,,,,,,,,,,,,
03-07-18,3.20%,,,,,,,,,,,,,
04-07-18,3.21%,,,,,,,,,,,,,
05-07-18,3.19%,,,,,,,,,,,,,
06-07-18,3.18%,,,,,,,,,,,,,
09-07-18,3.17%,,,,,,,,,,,,,
10-07-18,3.17%,,,,,,,,,,,,,
11-07-18,3.16%,,,,,,,,,,,,,
12-07-18,3.15%,,,,,,,,,,,,,
13-07-18,3.15%,,,,,,,,,,,,,
16-07-18,3.14%,,,,,,,,,,,,,
17-07-18,3.13%,,,,,,,,,,,,,
18-07-18,3.14%,,,,,,,,,,,,,
19-07-18,3.14%,,,,,,,,,,,,,
20-07-18,3.13%,,,,,,,,,,,,,
23-07-18,3.13%,,,,,,,,,,,,,
24-07-18,3.13%,,,,,,,,,,,,,
25-07-18,3.12%,,,,,,,,,,,,,
26-07-18,3.12%,,,,,,,,,,,,,
27-07-18,3.11%,,,,,,,,,,,,,
30-07-18,3.12%,,,,,,,,,,,,,
31-07-18,3.12%,,,,,,,,,,,,,
01-08-18,3.11%,,,,,,,,,,,,,
02-08-18,3.12%,,,,,,,,,,,,,
03-08-18,3.12%,,,,,,,,,,,,,
06-08-18,3.11%,,,,,,,,,,,,,
07-08-18,3.10%,,,,,,,,,,,,,
08-08-18,3.10%,,,,,,,,,,,,,
09-08-18,3.10%,,,,,,,,,,,,,
10-08-18,3.10%,,,,,,,,,,,,,
13-08-18,3.10%,,,,,,,,,,,,,
14-08-18,3.09%,,,,,,,,,,,,,
15-08-18,3.09%,,,,,,,,,,,,,
16-08-18,3.09%,,,,,,,,,,,,,
17-08-18,3.08%,,,,,,,,,,,,,
20-08-18,3.08%,,,,,,,,,,,,,
21-08-18,3.08%,,,,,,,,,,,,,
22-08-18,3.08%,,,,,,,,,,,,,
23-08-18,3.07%,,,,,,,,,,,,,
24-08-18,3.07%,,,,,,,,,,,,,
27-08-18,3.06%,,,,,,,,,,,,,
28-08-18,3.06%,,,,,,,,,,,,,
29-08-18,3.06%,,,,,,,,,,,,,
30-08-18,3.06%,,,,,,,,,,,,,
31-08-18,3.06%,,,,,,,,,,,,,
03-09-18,3.07%,,,,,,,,,,,,,
04-09-18,3.07%,,,,,,,,,,,,,
05-09-18,3.08%,,,,,,,,,,,,,
06-09-18,3.08%,,,,,,,,,,,,,
07-09-18,3.08%,,,,,,,,,,,,,
10-09-18,3.09%,,,,,,,,,,,,,
11-09-18,3.09%,,,,,,,,,,,,,
12-09-18,3.09%,,,,,,,,,,,,,
13-09-18,3.11%,,,,,,,,,,,,,
14-09-18,3.11%,,,,,,,,,,,,,
17-09-18,3.13%,,,,,,,,,,,,,
18-09-18,3.14%,,,,,,,,,,,,,
19-09-18,3.15%,,,,,,,,,,,,,
20-09-18,3.17%,,,,,,,,,,,,,
21-09-18,3.17%,,,,,,,,,,,,,
24-09-18,3.19%,,,,,,,,,,,,,
25-09-18,3.19%,,,,,,,,,,,,,
26-09-18,3.20%,,,,,,,,,,,,,
27-09-18,3.20%,,,,,,,,,,,,,
28-09-18,3.20%,,,,,,,,,,,,,
01-10-18,3.23%,,,,,,,,,,,,,
02-10-18,3.24%,,,,,,,,,,,,,
03-10-18,3.23%,,,,,,,,,,,,,
04-10-18,3.25%,,,,,,,,,,,,,
05-10-18,3.28%,,,,,,,,,,,,,
08-10-18,3.30%,,,,,,,,,,,,,
09-10-18,3.33%,,,,,,,,,,,,,
10-10-18,3.33%,,,,,,,,,,,,,
11-10-18,3.34%,,,,,,,,,,,,,
12-10-18,3.33%,,,,,,,,,,,,,
15-10-18,3.33%,,,,,,,,,,,,,
16-10-18,3.32%,,,,,,,,,,,,,
17-10-18,3.32%,,,,,,,,,,,,,
18-10-18,3.33%,,,,,,,,,,,,,
19-10-18,3.33%,,,,,,,,,,,,,
22-10-18,3.34%,,,,,,,,,,,,,
23-10-18,3.34%,,,,,,,,,,,,,
24-10-18,3.34%,,,,,,,,,,,,,
25-10-18,3.34%,,,,,,,,,,,,,
26-10-18,3.33%,,,,,,,,,,,,,
29-10-18,3.32%,,,,,,,,,,,,,
30-10-18,3.32%,,,,,,,,,,,,,
31-10-18,3.32%,,,,,,,,,,,,,
01-11-18,3.31%,,,,,,,,,,,,,
02-11-18,3.31%,,,,,,,,,,,,,
05-11-18,3.31%,,,,,,,,,,,,,
06-11-18,3.32%,,,,,,,,,,,,,
07-11-18,3.31%,,,,,,,,,,,,,
08-11-18,3.32%,,,,,,,,,,,,,
09-11-18,3.32%,,,,,,,,,,,,,
12-11-18,3.33%,,,,,,,,,,,,,
13-11-18,3.32%,,,,,,,,,,,,,
14-11-18,3.31%,,,,,,,,,,,,,
15-11-18,3.31%,,,,,,,,,,,,,
16-11-18,3.32%,,,,,,,,,,,,,
19-11-18,3.21%,,,,,,,,,,,,,
20-11-18,3.20%,,,,,,,,,,,,,
21-11-18,3.21%,,,,,,,,,,,,,
22-11-18,3.21%,,,,,,,,,,,,,
23-11-18,3.21%,,,,,,,,,,,,,
26-11-18,3.20%,,,,,,,,,,,,,
27-11-18,3.20%,,,,,,,,,,,,,
28-11-18,3.20%,,,,,,,,,,,,,
29-11-18,3.20%,,,,,,,,,,,,,
30-11-18,3.20%,,,,,,,,,,,,,
03-12-18,3.20%,,,,,,,,,,,,,
04-12-18,3.20%,,,,,,,,,,,,,
05-12-18,3.20%,,,,,,,,,,,,,
06-12-18,3.20%,,,,,,,,,,,,,
07-12-18,3.19%,,,,,,,,,,,,,
10-12-18,3.19%,,,,,,,,,,,,,
11-12-18,3.18%,,,,,,,,,,,,,
12-12-18,3.18%,,,,,,,,,,,,,
13-12-18,3.18%,,,,,,,,,,,,,
14-12-18,3.17%,,,,,,,,,,,,,
17-12-18,3.17%,,,,,,,,,,,,,
18-12-18,3.16%,,,,,,,,,,,,,
19-12-18,3.16%,,,,,,,,,,,,,
20-12-18,3.16%,,,,,,,,,,,,,
21-12-18,3.15%,,,,,,,,,,,,,
24-12-18,3.15%,,,,,,,,,,,,,
25-12-18,3.15%,,,,,,,,,,,,,
26-12-18,3.14%,,,,,,,,,,,,,
27-12-18,3.14%,,,,,,,,,,,,,
28-12-18,3.14%,,,,,,,,,,,,,
31-12-18,3.13%,,,,,,,,,,,,,
02-01-19,3.13%,,,,,,,,,,,,,
03-01-19,3.12%,,,,,,,,,,,,,
04-01-19,3.13%,,,,,,,,,,,,,
07-01-19,3.13%,,,,,,,,,,,,,
08-01-19,3.13%,,,,,,,,,,,,,
09-01-19,3.13%,,,,,,,,,,,,,
10-01-19,3.13%,,,,,,,,,,,,,
11-01-19,3.13%,,,,,,,,,,,,,
14-01-19,3.13%,,,,,,,,,,,,,
15-01-19,3.13%,,,,,,,,,,,,,
16-01-19,3.13%,,,,,,,,,,,,,
17-01-19,3.14%,,,,,,,,,,,,,
18-01-19,3.14%,,,,,,,,,,,,,
21-01-19,3.14%,,,,,,,,,,,,,
22-01-19,3.14%,,,,,,,,,,,,,
23-01-19,3.14%,,,,,,,,,,,,,
24-01-19,3.15%,,,,,,,,,,,,,
25-01-19,3.14%,,,,,,,,,,,,,
28-01-19,3.14%,,,,,,,,,,,,,
29-01-19,3.14%,,,,,,,,,,,,,
30-01-19,3.14%,,,,,,,,,,,,,
31-01-19,3.14%,,,,,,,,,,,,,
01-02-19,3.15%,,,,,,,,,,,,,
04-02-19,3.15%,,,,,,,,,,,,,
05-02-19,3.15%,,,,,,,,,,,,,
06-02-19,3.15%,,,,,,,,,,,,,
07-02-19,3.14%,,,,,,,,,,,,,
08-02-19,3.15%,,,,,,,,,,,,,
11-02-19,3.15%,,,,,,,,,,,,,
12-02-19,3.15%,,,,,,,,,,,,,
13-02-19,3.15%,,,,,,,,,,,,,
14-02-19,3.15%,,,,,,,,,,,,,
15-02-19,3.14%,,,,,,,,,,,,,
18-02-19,3.14%,,,,,,,,,,,,,
19-02-19,3.14%,,,,,,,,,,,,,
20-02-19,3.14%,,,,,,,,,,,,,
21-02-19,3.13%,,,,,,,,,,,,,
22-02-19,3.13%,,,,,,,,,,,,,
25-02-19,3.13%,,,,,,,,,,,,,
26-02-19,3.13%,,,,,,,,,,,,,
27-02-19,3.13%,,,,,,,,,,,,,
28-02-19,3.14%,,,,,,,,,,,,,
01-03-19,3.15%,,,,,,,,,,,,,
04-03-19,3.15%,,,,,,,,,,,,,
05-03-19,3.15%,,,,,,,,,,,,,
06-03-19,3.15%,,,,,,,,,,,,,
07-03-19,3.15%,,,,,,,,,,,,,
08-03-19,3.15%,,,,,,,,,,,,,
11-03-19,3.15%,,,,,,,,,,,,,
12-03-19,3.14%,,,,,,,,,,,,,
13-03-19,3.14%,,,,,,,,,,,,,
14-03-19,3.14%,,,,,,,,,,,,,
15-03-19,3.14%,,,,,,,,,,,,,
18-03-19,3.14%,,,,,,,,,,,,,
19-03-19,3.14%,,,,,,,,,,,,,
20-03-19,3.13%,,,,,,,,,,,,,
21-03-19,3.13%,,,,,,,,,,,,,
22-03-19,3.12%,,,,,,,,,,,,,
25-03-19,3.12%,,,,,,,,,,,,,
26-03-19,3.12%,,,,,,,,,,,,,
27-03-19,3.11%,,,,,,,,,,,,,
28-03-19,3.11%,,,,,,,,,,,,,
29-03-19,3.11%,,,,,,,,,,,,,
01-04-19,3.09%,,,,,,,,,,,,,
02-04-19,3.08%,,,,,,,,,,,,,
03-04-19,3.08%,,,,,,,,,,,,,
04-04-19,3.08%,,,,,,,,,,,,,
05-04-19,3.07%,,,,,,,,,,,,,
08-04-19,3.08%,,,,,,,,,,,,,
09-04-19,3.06%,,,,,,,,,,,,,
10-04-19,3.06%,,,,,,,,,,,,,
11-04-19,3.06%,,,,,,,,,,,,,
12-04-19,3.06%,,,,,,,,,,,,,
15-04-19,3.06%,,,,,,,,,,,,,
16-04-19,3.06%,,,,,,,,,,,,,
17-04-19,3.06%,,,,,,,,,,,,,
18-04-19,3.06%,,,,,,,,,,,,,
19-04-19,3.06%,,,,,,,,,,,,,
22-04-19,3.06%,,,,,,,,,,,,,
23-04-19,3.06%,,,,,,,,,,,,,
24-04-19,3.06%,,,,,,,,,,,,,
25-04-19,2.98%,,,,,,,,,,,,,
26-04-19,2.98%,,,,,,,,,,,,,
29-04-19,2.98%,,,,,,,,,,,,,
30-04-19,2.98%,,,,,,,,,,,,,
01-05-19,2.98%,,,,,,,,,,,,,
02-05-19,2.99%,,,,,,,,,,,,,
03-05-19,2.99%,,,,,,,,,,,,,
06-05-19,2.99%,,,,,,,,,,,,,
07-05-19,2.98%,,,,,,,,,,,,,
08-05-19,2.98%,,,,,,,,,,,,,
09-05-19,2.98%,,,,,,,,,,,,,
10-05-19,2.98%,,,,,,,,,,,,,
13-05-19,2.98%,,,,,,,,,,,,,
14-05-19,2.97%,,,,,,,,,,,,,
15-05-19,2.97%,,,,,,,,,,,,,
16-05-19,2.98%,,,,,,,,,,,,,
17-05-19,3.06%,,,,,,,,,,,,,
20-05-19,3.08%,,,,,,,,,,,,,
21-05-19,3.09%,,,,,,,,,,,,,
22-05-19,3.09%,,,,,,,,,,,,,
23-05-19,3.09%,,,,,,,,,,,,,
24-05-19,3.08%,,,,,,,,,,,,,
27-05-19,3.08%,,,,,,,,,,,,,
28-05-19,3.08%,,,,,,,,,,,,,
29-05-19,3.08%,,,,,,,,,,,,,
30-05-19,3.08%,,,,,,,,,,,,,
31-05-19,3.08%,,,,,,,,,,,,,
03-06-19,3.10%,,,,,,,,,,,,,
04-06-19,3.09%,,,,,,,,,,,,,
05-06-19,3.09%,,,,,,,,,,,,,
06-06-19,3.09%,,,,,,,,,,,,,
07-06-19,3.09%,,,,,,,,,,,,,
10-06-19,3.08%,,,,,,,,,,,,,
11-06-19,3.08%,,,,,,,,,,,,,
12-06-19,3.07%,,,,,,,,,,,,,
13-06-19,3.07%,,,,,,,,,,,,,
14-06-19,3.07%,,,,,,,,,,,,,
17-06-19,3.07%,,,,,,,,,,,,,
18-06-19,3.07%,,,,,,,,,,,,,
19-06-19,3.07%,,,,,,,,,,,,,
20-06-19,3.04%,,,,,,,,,,,,,
21-06-19,3.05%,,,,,,,,,,,,,
24-06-19,3.05%,,,,,,,,,,,,,
25-06-19,3.05%,,,,,,,,,,,,,
26-06-19,3.05%,,,,,,,,,,,,,
27-06-19,3.06%,,,,,,,,,,,,,
28-06-19,3.05%,,,,,,,,,,,,,
01-07-19,3.06%,,,,,,,,,,,,,
02-07-19,3.07%,,,,,,,,,,,,,
03-07-19,3.05%,,,,,,,,,,,,,
04-07-19,3.04%,,,,,,,,,,,,,
05-07-19,3.04%,,,,,,,,,,,,,
08-07-19,3.04%,,,,,,,,,,,,,
09-07-19,3.04%,,,,,,,,,,,,,
10-07-19,3.03%,,,,,,,,,,,,,
11-07-19,3.02%,,,,,,,,,,,,,
12-07-19,3.03%,,,,,,,,,,,,,
15-07-19,3.04%,,,,,,,,,,,,,
16-07-19,3.03%,,,,,,,,,,,,,
17-07-19,3.04%,,,,,,,,,,,,,
18-07-19,3.02%,,,,,,,,,,,,,
19-07-19,3.02%,,,,,,,,,,,,,
22-07-19,3.03%,,,,,,,,,,,,,
23-07-19,3.03%,,,,,,,,,,,,,
24-07-19,3.03%,,,,,,,,,,,,,
25-07-19,3.02%,,,,,,,,,,,,,
26-07-19,3.03%,,,,,,,,,,,,,
29-07-19,3.04%,,,,,,,,,,,,,
30-07-19,3.03%,,,,,,,,,,,,,
31-07-19,3.03%,,,,,,,,,,,,,
01-08-19,3.05%,,,,,,,,,,,,,
02-08-19,3.03%,,,,,,,,,,,,,
05-08-19,3.02%,,,,,,,,,,,,,
06-08-19,3.02%,,,,,,,,,,,,,
07-08-19,3.01%,,,,,,,,,,,,,
08-08-19,2.99%,,,,,,,,,,,,,
09-08-19,2.99%,,,,,,,,,,,,,
12-08-19,2.99%,,,,,,,,,,,,,
13-08-19,3.00%,,,,,,,,,,,,,
14-08-19,2.96%,,,,,,,,,,,,,
15-08-19,2.96%,,,,,,,,,,,,,
16-08-19,2.95%,,,,,,,,,,,,,
19-08-19,2.95%,,,,,,,,,,,,,
20-08-19,2.95%,,,,,,,,,,,,,
21-08-19,2.95%,,,,,,,,,,,,,
22-08-19,2.94%,,,,,,,,,,,,,
23-08-19,2.95%,,,,,,,,,,,,,
26-08-19,2.94%,,,,,,,,,,,,,
27-08-19,2.92%,,,,,,,,,,,,,
28-08-19,2.93%,,,,,,,,,,,,,
29-08-19,2.94%,,,,,,,,,,,,,
30-08-19,2.94%,,,,,,,,,,,,,
02-09-19,2.95%,,,,,,,,,,,,,
03-09-19,2.93%,,,,,,,,,,,,,
04-09-19,2.93%,,,,,,,,,,,,,
05-09-19,2.93%,,,,,,,,,,,,,
06-09-19,2.96%,,,,,,,,,,,,,
09-09-19,2.96%,,,,,,,,,,,,,
10-09-19,2.95%,,,,,,,,,,,,,
11-09-19,2.95%,,,,,,,,,,,,,
12-09-19,2.95%,,,,,,,,,,,,,
13-09-19,2.95%,,,,,,,,,,,,,
16-09-19,2.96%,,,,,,,,,,,,,
17-09-19,2.96%,,,,,,,,,,,,,
18-09-19,2.95%,,,,,,,,,,,,,
19-09-19,2.95%,,,,,,,,,,,,,
20-09-19,2.93%,,,,,,,,,,,,,
23-09-19,2.93%,,,,,,,,,,,,,
24-09-19,2.94%,,,,,,,,,,,,,
25-09-19,2.93%,,,,,,,,,,,,,
26-09-19,2.93%,,,,,,,,,,,,,
27-09-19,2.93%,,,,,,,,,,,,,
30-09-19,2.93%,,,,,,,,,,,,,
01-10-19,2.91%,,,,,,,,,,,,,
02-10-19,2.92%,,,,,,,,,,,,,
03-10-19,2.90%,,,,,,,,,,,,,
04-10-19,2.90%,,,,,,,,,,,,,
07-10-19,2.91%,,,,,,,,,,,,,
08-10-19,2.90%,,,,,,,,,,,,,
09-10-19,2.90%,,,,,,,,,,,,,
10-10-19,2.88%,,,,,,,,,,,,,
11-10-19,2.89%,,,,,,,,,,,,,
14-10-19,2.89%,,,,,,,,,,,,,
15-10-19,2.88%,,,,,,,,,,,,,
16-10-19,2.88%,,,,,,,,,,,,,
17-10-19,2.88%,,,,,,,,,,,,,
18-10-19,2.88%,,,,,,,,,,,,,
21-10-19,2.87%,,,,,,,,,,,,,
22-10-19,2.87%,,,,,,,,,,,,,
23-10-19,2.87%,,,,,,,,,,,,,
24-10-19,2.86%,,,,,,,,,,,,,
25-10-19,2.88%,,,,,,,,,,,,,
28-10-19,2.88%,,,,,,,,,,,,,
29-10-19,2.88%,,,,,,,,,,,,,
30-10-19,2.88%,,,,,,,,,,,,,
31-10-19,2.88%,,,,,,,,,,,,,
01-11-19,2.87%,,,,,,,,,,,,,
04-11-19,2.86%,,,,,,,,,,,,,
05-11-19,2.86%,,,,,,,,,,,,,
06-11-19,2.84%,,,,,,,,,,,,,
07-11-19,2.84%,,,,,,,,,,,,,
08-11-19,2.84%,,,,,,,,,,,,,
11-11-19,2.84%,,,,,,,,,,,,,
12-11-19,2.84%,,,,,,,,,,,,,
13-11-19,2.83%,,,,,,,,,,,,,
14-11-19,2.83%,,,,,,,,,,,,,
15-11-19,2.83%,,,,,,,,,,,,,
18-11-19,2.83%,,,,,,,,,,,,,
19-11-19,2.83%,,,,,,,,,,,,,
20-11-19,2.83%,,,,,,,,,,,,,
21-11-19,2.83%,,,,,,,,,,,,,
22-11-19,2.66%,,,,,,,,,,,,,
25-11-19,2.68%,,,,,,,,,,,,,
26-11-19,2.66%,,,,,,,,,,,,,
27-11-19,2.66%,,,,,,,,,,,,,
28-11-19,2.66%,,,,,,,,,,,,,
29-11-19,2.67%,,,,,,,,,,,,,
02-12-19,2.66%,,,,,,,,,,,,,
03-12-19,2.72%,,,,,,,,,,,,,
04-12-19,2.71%,,,,,,,,,,,,,
05-12-19,2.70%,,,,,,,,,,,,,
06-12-19,2.68%,,,,,,,,,,,,,
09-12-19,2.65%,,,,,,,,,,,,,
10-12-19,2.66%,,,,,,,,,,,,,
11-12-19,2.66%,,,,,,,,,,,,,
12-12-19,2.66%,,,,,,,,,,,,,
13-12-19,2.65%,,,,,,,,,,,,,
16-12-19,2.67%,,,,,,,,,,,,,
