Effective date ,Yield To Maturity,,,,,,,,,,,,,
17-12-19,2.66%,,,,,,,,,,,,,
18-12-19,2.65%,,,,,,,,,,,,,
19-12-19,2.65%,,,,,,,,,,,,,
20-12-19,2.66%,,,,,,,,,,,,,
23-12-19,2.69%,,,,,,,,,,,,,
24-12-19,2.65%,,,,,,,,,,,,,
25-12-19,2.63%,,,,,,,,,,,,,
26-12-19,2.62%,,,,,,,,,,,,,
27-12-19,2.62%,,,,,,,,,,,,,
30-12-19,2.63%,,,,,,,,,,,,,
31-12-19,2.66%,,,,,,,,,,,,,
02-01-20,2.64%,,,,,,,,,,,,,
03-01-20,2.63%,,,,,,,,,,,,,
06-01-20,2.62%,,,,,,,,,,,,,
07-01-20,2.62%,,,,,,,,,,,,,
08-01-20,2.62%,,,,,,,,,,,,,
09-01-20,2.62%,,,,,,,,,,,,,
10-01-20,2.61%,,,,,,,,,,,,,
13-01-20,2.62%,,,,,,,,,,,,,
14-01-20,2.61%,,,,,,,,,,,,,
15-01-20,2.60%,,,,,,,,,,,,,
16-01-20,2.60%,,,,,,,,,,,,,
17-01-20,2.59%,,,,,,,,,,,,,
20-01-20,2.59%,,,,,,,,,,,,,
21-01-20,2.59%,,,,,,,,,,,,,
22-01-20,2.57%,,,,,,,,,,,,,
23-01-20,2.56%,,,,,,,,,,,,,
24-01-20,2.55%,,,,,,,,,,,,,
27-01-20,2.54%,,,,,,,,,,,,,
28-01-20,2.54%,,,,,,,,,,,,,
29-01-20,2.51%,,,,,,,,,,,,,
30-01-20,2.53%,,,,,,,,,,,,,
31-01-20,2.52%,,,,,,,,,,,,,
03-02-20,2.60%,,,,,,,,,,,,,
04-02-20,2.60%,,,,,,,,,,,,,
05-02-20,2.60%,,,,,,,,,,,,,
06-02-20,2.63%,,,,,,,,,,,,,
07-02-20,2.64%,,,,,,,,,,,,,
10-02-20,2.64%,,,,,,,,,,,,,
11-02-20,2.64%,,,,,,,,,,,,,
12-02-20,2.63%,,,,,,,,,,,,,
13-02-20,2.62%,,,,,,,,,,,,,
14-02-20,2.63%,,,,,,,,,,,,,
17-02-20,2.62%,,,,,,,,,,,,,
18-02-20,2.62%,,,,,,,,,,,,,
19-02-20,2.62%,,,,,,,,,,,,,
20-02-20,2.60%,,,,,,,,,,,,,
21-02-20,2.59%,,,,,,,,,,,,,
24-02-20,2.59%,,,,,,,,,,,,,
25-02-20,2.58%,,,,,,,,,,,,,
26-02-20,2.57%,,,,,,,,,,,,,
27-02-20,2.54%,,,,,,,,,,,,,
28-02-20,2.53%,,,,,,,,,,,,,
02-03-20,2.52%,,,,,,,,,,,,,
03-03-20,2.52%,,,,,,,,,,,,,
04-03-20,2.54%,,,,,,,,,,,,,
05-03-20,2.53%,,,,,,,,,,,,,
06-03-20,2.50%,,,,,,,,,,,,,
09-03-20,2.44%,,,,,,,,,,,,,
10-03-20,2.46%,,,,,,,,,,,,,
11-03-20,2.51%,,,,,,,,,,,,,
12-03-20,2.50%,,,,,,,,,,,,,
13-03-20,2.50%,,,,,,,,,,,,,
16-03-20,2.57%,,,,,,,,,,,,,
17-03-20,2.59%,,,,,,,,,,,,,
18-03-20,2.65%,,,,,,,,,,,,,
19-03-20,2.74%,,,,,,,,,,,,,
20-03-20,2.85%,,,,,,,,,,,,,
23-03-20,2.86%,,,,,,,,,,,,,
24-03-20,2.92%,,,,,,,,,,,,,
25-03-20,2.93%,,,,,,,,,,,,,
26-03-20,2.92%,,,,,,,,,,,,,
27-03-20,2.95%,,,,,,,,,,,,,
30-03-20,2.74%,,,,,,,,,,,,,
31-03-20,2.93%,,,,,,,,,,,,,
01-04-20,3.01%,,,,,,,,,,,,,
02-04-20,2.96%,,,,,,,,,,,,,
03-04-20,3.00%,,,,,,,,,,,,,
06-04-20,3.04%,,,,,,,,,,,,,
07-04-20,3.10%,,,,,,,,,,,,,
08-04-20,3.13%,,,,,,,,,,,,,
09-04-20,3.15%,,,,,,,,,,,,,
10-04-20,3.15%,,,,,,,,,,,,,
13-04-20,3.17%,,,,,,,,,,,,,
14-04-20,3.18%,,,,,,,,,,,,,
15-04-20,3.12%,,,,,,,,,,,,,
16-04-20,3.13%,,,,,,,,,,,,,
17-04-20,3.13%,,,,,,,,,,,,,
20-04-20,3.15%,,,,,,,,,,,,,
21-04-20,3.12%,,,,,,,,,,,,,
22-04-20,3.09%,,,,,,,,,,,,,
23-04-20,3.06%,,,,,,,,,,,,,
24-04-20,3.06%,,,,,,,,,,,,,
27-04-20,3.04%,,,,,,,,,,,,,
28-04-20,3.05%,,,,,,,,,,,,,
29-04-20,3.01%,,,,,,,,,,,,,
30-04-20,2.99%,,,,,,,,,,,,,
01-05-20,2.94%,,,,,,,,,,,,,
04-05-20,2.92%,,,,,,,,,,,,,
05-05-20,2.88%,,,,,,,,,,,,,
06-05-20,2.89%,,,,,,,,,,,,,
07-05-20,2.89%,,,,,,,,,,,,,
08-05-20,2.88%,,,,,,,,,,,,,
11-05-20,2.87%,,,,,,,,,,,,,
12-05-20,2.87%,,,,,,,,,,,,,
13-05-20,2.86%,,,,,,,,,,,,,
14-05-20,2.83%,,,,,,,,,,,,,
15-05-20,2.80%,,,,,,,,,,,,,
18-05-20,2.80%,,,,,,,,,,,,,
19-05-20,2.77%,,,,,,,,,,,,,
20-05-20,2.76%,,,,,,,,,,,,,
21-05-20,2.75%,,,,,,,,,,,,,
22-05-20,2.71%,,,,,,,,,,,,,
25-05-20,2.68%,,,,,,,,,,,,,
26-05-20,2.70%,,,,,,,,,,,,,
27-05-20,2.69%,,,,,,,,,,,,,
28-05-20,2.66%,,,,,,,,,,,,,
29-05-20,2.62%,,,,,,,,,,,,,
01-06-20,2.61%,,,,,,,,,,,,,
02-06-20,2.58%,,,,,,,,,,,,,
03-06-20,2.57%,,,,,,,,,,,,,
04-06-20,2.56%,,,,,,,,,,,,,
05-06-20,2.54%,,,,,,,,,,,,,
08-06-20,2.54%,,,,,,,,,,,,,
09-06-20,2.53%,,,,,,,,,,,,,
10-06-20,2.50%,,,,,,,,,,,,,
11-06-20,2.47%,,,,,,,,,,,,,
12-06-20,2.44%,,,,,,,,,,,,,
15-06-20,2.44%,,,,,,,,,,,,,
16-06-20,2.44%,,,,,,,,,,,,,
17-06-20,2.45%,,,,,,,,,,,,,
18-06-20,2.45%,,,,,,,,,,,,,
19-06-20,2.43%,,,,,,,,,,,,,
22-06-20,2.42%,,,,,,,,,,,,,
23-06-20,2.43%,,,,,,,,,,,,,
24-06-20,2.44%,,,,,,,,,,,,,
25-06-20,2.42%,,,,,,,,,,,,,
26-06-20,2.40%,,,,,,,,,,,,,
29-06-20,2.39%,,,,,,,,,,,,,
30-06-20,2.39%,,,,,,,,,,,,,
01-07-20,2.38%,,,,,,,,,,,,,
02-07-20,2.37%,,,,,,,,,,,,,
03-07-20,2.37%,,,,,,,,,,,,,
06-07-20,2.37%,,,,,,,,,,,,,
07-07-20,2.37%,,,,,,,,,,,,,
08-07-20,2.36%,,,,,,,,,,,,,
09-07-20,2.34%,,,,,,,,,,,,,
10-07-20,2.34%,,,,,,,,,,,,,
13-07-20,2.34%,,,,,,,,,,,,,
14-07-20,2.33%,,,,,,,,,,,,,
15-07-20,2.34%,,,,,,,,,,,,,
16-07-20,2.32%,,,,,,,,,,,,,
17-07-20,2.31%,,,,,,,,,,,,,
20-07-20,2.31%,,,,,,,,,,,,,
21-07-20,2.31%,,,,,,,,,,,,,
22-07-20,2.31%,,,,,,,,,,,,,
23-07-20,2.30%,,,,,,,,,,,,,
24-07-20,2.29%,,,,,,,,,,,,,
27-07-20,2.28%,,,,,,,,,,,,,
28-07-20,2.27%,,,,,,,,,,,,,
29-07-20,2.29%,,,,,,,,,,,,,
30-07-20,2.28%,,,,,,,,,,,,,
31-07-20,2.26%,,,,,,,,,,,,,
03-08-20,2.31%,,,,,,,,,,,,,
04-08-20,2.29%,,,,,,,,,,,,,
05-08-20,2.29%,,,,,,,,,,,,,
06-08-20,2.29%,,,,,,,,,,,,,
07-08-20,2.26%,,,,,,,,,,,,,
10-08-20,2.26%,,,,,,,,,,,,,
11-08-20,2.24%,,,,,,,,,,,,,
12-08-20,2.25%,,,,,,,,,,,,,
13-08-20,2.27%,,,,,,,,,,,,,
14-08-20,2.26%,,,,,,,,,,,,,
17-08-20,2.25%,,,,,,,,,,,,,
18-08-20,2.24%,,,,,,,,,,,,,
19-08-20,2.24%,,,,,,,,,,,,,
20-08-20,2.22%,,,,,,,,,,,,,
21-08-20,2.23%,,,,,,,,,,,,,
24-08-20,2.22%,,,,,,,,,,,,,
25-08-20,2.20%,,,,,,,,,,,,,
26-08-20,2.21%,,,,,,,,,,,,,
27-08-20,2.21%,,,,,,,,,,,,,
28-08-20,2.20%,,,,,,,,,,,,,
31-08-20,2.20%,,,,,,,,,,,,,
01-09-20,2.24%,,,,,,,,,,,,,
02-09-20,2.23%,,,,,,,,,,,,,
03-09-20,2.21%,,,,,,,,,,,,,
04-09-20,2.19%,,,,,,,,,,,,,
07-09-20,2.18%,,,,,,,,,,,,,
08-09-20,2.18%,,,,,,,,,,,,,
09-09-20,2.17%,,,,,,,,,,,,,
10-09-20,2.16%,,,,,,,,,,,,,
11-09-20,2.15%,,,,,,,,,,,,,
14-09-20,2.14%,,,,,,,,,,,,,
15-09-20,2.14%,,,,,,,,,,,,,
16-09-20,2.13%,,,,,,,,,,,,,
17-09-20,2.12%,,,,,,,,,,,,,
18-09-20,2.11%,,,,,,,,,,,,,
21-09-20,2.11%,,,,,,,,,,,,,
22-09-20,2.10%,,,,,,,,,,,,,
23-09-20,2.09%,,,,,,,,,,,,,
24-09-20,2.08%,,,,,,,,,,,,,
25-09-20,2.08%,,,,,,,,,,,,,
28-09-20,2.07%,,,,,,,,,,,,,
29-09-20,2.07%,,,,,,,,,,,,,
30-09-20,2.07%,,,,,,,,,,,,,
01-10-20,2.10%,,,,,,,,,,,,,
02-10-20,2.09%,,,,,,,,,,,,,
05-10-20,2.09%,,,,,,,,,,,,,
06-10-20,2.09%,,,,,,,,,,,,,
07-10-20,2.08%,,,,,,,,,,,,,
08-10-20,2.08%,,,,,,,,,,,,,
09-10-20,2.07%,,,,,,,,,,,,,
12-10-20,2.05%,,,,,,,,,,,,,
13-10-20,2.06%,,,,,,,,,,,,,
14-10-20,2.04%,,,,,,,,,,,,,
15-10-20,2.06%,,,,,,,,,,,,,
16-10-20,2.03%,,,,,,,,,,,,,
19-10-20,2.00%,,,,,,,,,,,,,
20-10-20,2.00%,,,,,,,,,,,,,
21-10-20,2.00%,,,,,,,,,,,,,
22-10-20,2.00%,,,,,,,,,,,,,
23-10-20,1.99%,,,,,,,,,,,,,
26-10-20,1.99%,,,,,,,,,,,,,
27-10-20,1.98%,,,,,,,,,,,,,
28-10-20,1.98%,,,,,,,,,,,,,
29-10-20,1.97%,,,,,,,,,,,,,
30-10-20,1.96%,,,,,,,,,,,,,
02-11-20,1.94%,,,,,,,,,,,,,
03-11-20,1.94%,,,,,,,,,,,,,
04-11-20,1.94%,,,,,,,,,,,,,
05-11-20,1.94%,,,,,,,,,,,,,
06-11-20,1.93%,,,,,,,,,,,,,
09-11-20,1.93%,,,,,,,,,,,,,
10-11-20,1.92%,,,,,,,,,,,,,
11-11-20,1.93%,,,,,,,,,,,,,
12-11-20,1.92%,,,,,,,,,,,,,
13-11-20,1.91%,,,,,,,,,,,,,
16-11-20,1.90%,,,,,,,,,,,,,
17-11-20,1.90%,,,,,,,,,,,,,
18-11-20,1.88%,,,,,,,,,,,,,
19-11-20,1.87%,,,,,,,,,,,,,
20-11-20,1.87%,,,,,,,,,,,,,
23-11-20,1.87%,,,,,,,,,,,,,
24-11-20,1.87%,,,,,,,,,,,,,
25-11-20,1.88%,,,,,,,,,,,,,
26-11-20,1.88%,,,,,,,,,,,,,
27-11-20,1.89%,,,,,,,,,,,,,
30-11-20,1.88%,,,,,,,,,,,,,
01-12-20,1.91%,,,,,,,,,,,,,
02-12-20,1.90%,,,,,,,,,,,,,
03-12-20,1.88%,,,,,,,,,,,,,
04-12-20,1.88%,,,,,,,,,,,,,
07-12-20,1.87%,,,,,,,,,,,,,
08-12-20,1.87%,,,,,,,,,,,,,
09-12-20,1.84%,,,,,,,,,,,,,
10-12-20,1.85%,,,,,,,,,,,,,
11-12-20,1.85%,,,,,,,,,,,,,
14-12-20,1.83%,,,,,,,,,,,,,
15-12-20,1.82%,,,,,,,,,,,,,
16-12-20,1.85%,,,,,,,,,,,,,
17-12-20,1.81%,,,,,,,,,,,,,
18-12-20,1.80%,,,,,,,,,,,,,
21-12-20,1.79%,,,,,,,,,,,,,
22-12-20,1.81%,,,,,,,,,,,,,
23-12-20,1.82%,,,,,,,,,,,,,
24-12-20,1.83%,,,,,,,,,,,,,
25-12-20,1.83%,,,,,,,,,,,,,
28-12-20,1.81%,,,,,,,,,,,,,
29-12-20,1.80%,,,,,,,,,,,,,
30-12-20,1.79%,,,,,,,,,,,,,
31-12-20,1.79%,,,,,,,,,,,,,
04-01-21,1.83%,,,,,,,,,,,,,
05-01-21,1.81%,,,,,,,,,,,,,
06-01-21,1.81%,,,,,,,,,,,,,
07-01-21,1.80%,,,,,,,,,,,,,
08-01-21,1.80%,,,,,,,,,,,,,
11-01-21,1.80%,,,,,,,,,,,,,
12-01-21,1.81%,,,,,,,,,,,,,
13-01-21,1.86%,,,,,,,,,,,,,
14-01-21,1.84%,,,,,,,,,,,,,
15-01-21,1.85%,,,,,,,,,,,,,
18-01-21,1.82%,,,,,,,,,,,,,
19-01-21,1.82%,,,,,,,,,,,,,
20-01-21,1.83%,,,,,,,,,,,,,
21-01-21,1.87%,,,,,,,,,,,,,
22-01-21,1.89%,,,,,,,,,,,,,
25-01-21,1.89%,,,,,,,,,,,,,
26-01-21,1.89%,,,,,,,,,,,,,
27-01-21,1.89%,,,,,,,,,,,,,
28-01-21,1.90%,,,,,,,,,,,,,
29-01-21,1.89%,,,,,,,,,,,,,
01-02-21,1.81%,,,,,,,,,,,,,
02-02-21,1.81%,,,,,,,,,,,,,
03-02-21,1.82%,,,,,,,,,,,,,
04-02-21,1.83%,,,,,,,,,,,,,
05-02-21,1.81%,,,,,,,,,,,,,
08-02-21,1.81%,,,,,,,,,,,,,
09-02-21,1.82%,,,,,,,,,,,,,
10-02-21,1.81%,,,,,,,,,,,,,
11-02-21,1.80%,,,,,,,,,,,,,
12-02-21,1.80%,,,,,,,,,,,,,
15-02-21,1.80%,,,,,,,,,,,,,
16-02-21,1.81%,,,,,,,,,,,,,
17-02-21,1.83%,,,,,,,,,,,,,
18-02-21,1.84%,,,,,,,,,,,,,
19-02-21,1.86%,,,,,,,,,,,,,
22-02-21,1.89%,,,,,,,,,,,,,
23-02-21,1.92%,,,,,,,,,,,,,
24-02-21,1.91%,,,,,,,,,,,,,
25-02-21,1.93%,,,,,,,,,,,,,
26-02-21,1.95%,,,,,,,,,,,,,
01-03-21,1.97%,,,,,,,,,,,,,
02-03-21,1.99%,,,,,,,,,,,,,
03-03-21,1.98%,,,,,,,,,,,,,
04-03-21,2.01%,,,,,,,,,,,,,
05-03-21,2.05%,,,,,,,,,,,,,
08-03-21,2.04%,,,,,,,,,,,,,
09-03-21,2.06%,,,,,,,,,,,,,
10-03-21,2.08%,,,,,,,,,,,,,
11-03-21,2.10%,,,,,,,,,,,,,
12-03-21,2.10%,,,,,,,,,,,,,
15-03-21,2.10%,,,,,,,,,,,,,
16-03-21,2.11%,,,,,,,,,,,,,
17-03-21,2.12%,,,,,,,,,,,,,
18-03-21,2.14%,,,,,,,,,,,,,
19-03-21,2.16%,,,,,,,,,,,,,
22-03-21,2.13%,,,,,,,,,,,,,
23-03-21,2.14%,,,,,,,,,,,,,
24-03-21,2.08%,,,,,,,,,,,,,
25-03-21,2.08%,,,,,,,,,,,,,
26-03-21,2.08%,,,,,,,,,,,,,
29-03-21,2.07%,,,,,,,,,,,,,
30-03-21,2.08%,,,,,,,,,,,,,
31-03-21,2.08%,,,,,,,,,,,,,
01-04-21,2.11%,,,,,,,,,,,,,
02-04-21,2.10%,,,,,,,,,,,,,
05-04-21,2.10%,,,,,,,,,,,,,
06-04-21,2.12%,,,,,,,,,,,,,
07-04-21,2.10%,,,,,,,,,,,,,
08-04-21,2.11%,,,,,,,,,,,,,
09-04-21,2.11%,,,,,,,,,,,,,
12-04-21,2.07%,,,,,,,,,,,,,
13-04-21,2.07%,,,,,,,,,,,,,
14-04-21,2.07%,,,,,,,,,,,,,
15-04-21,2.10%,,,,,,,,,,,,,
16-04-21,2.07%,,,,,,,,,,,,,
19-04-21,2.03%,,,,,,,,,,,,,
20-04-21,2.02%,,,,,,,,,,,,,
21-04-21,2.08%,,,,,,,,,,,,,
22-04-21,2.07%,,,,,,,,,,,,,
23-04-21,2.04%,,,,,,,,,,,,,
26-04-21,2.08%,,,,,,,,,,,,,
27-04-21,2.08%,,,,,,,,,,,,,
28-04-21,2.13%,,,,,,,,,,,,,
29-04-21,2.14%,,,,,,,,,,,,,
30-04-21,2.11%,,,,,,,,,,,,,
03-05-21,2.13%,,,,,,,,,,,,,
04-05-21,2.13%,,,,,,,,,,,,,
05-05-21,2.11%,,,,,,,,,,,,,
06-05-21,2.10%,,,,,,,,,,,,,
07-05-21,2.09%,,,,,,,,,,,,,
10-05-21,2.08%,,,,,,,,,,,,,
11-05-21,2.07%,,,,,,,,,,,,,
12-05-21,2.08%,,,,,,,,,,,,,
13-05-21,2.08%,,,,,,,,,,,,,
14-05-21,2.09%,,,,,,,,,,,,,
17-05-21,2.08%,,,,,,,,,,,,,
18-05-21,2.08%,,,,,,,,,,,,,
19-05-21,2.09%,,,,,,,,,,,,,
20-05-21,2.07%,,,,,,,,,,,,,
21-05-21,2.08%,,,,,,,,,,,,,
24-05-21,2.07%,,,,,,,,,,,,,
25-05-21,2.10%,,,,,,,,,,,,,
26-05-21,2.08%,,,,,,,,,,,,,
27-05-21,2.12%,,,,,,,,,,,,,
28-05-21,2.07%,,,,,,,,,,,,,
31-05-21,2.07%,,,,,,,,,,,,,
01-06-21,2.05%,,,,,,,,,,,,,
02-06-21,2.05%,,,,,,,,,,,,,
03-06-21,2.03%,,,,,,,,,,,,,
04-06-21,2.03%,,,,,,,,,,,,,
07-06-21,2.03%,,,,,,,,,,,,,
08-06-21,2.02%,,,,,,,,,,,,,
09-06-21,2.02%,,,,,,,,,,,,,
10-06-21,2.00%,,,,,,,,,,,,,
11-06-21,2.00%,,,,,,,,,,,,,
14-06-21,1.99%,,,,,,,,,,,,,
15-06-21,1.99%,,,,,,,,,,,,,
16-06-21,2.00%,,,,,,,,,,,,,
17-06-21,2.00%,,,,,,,,,,,,,
18-06-21,2.01%,,,,,,,,,,,,,
21-06-21,2.01%,,,,,,,,,,,,,
22-06-21,2.01%,,,,,,,,,,,,,
23-06-21,2.04%,,,,,,,,,,,,,
24-06-21,2.04%,,,,,,,,,,,,,
25-06-21,2.03%,,,,,,,,,,,,,
28-06-21,2.02%,,,,,,,,,,,,,
29-06-21,2.04%,,,,,,,,,,,,,
30-06-21,2.04%,,,,,,,,,,,,,
01-07-21,2.03%,,,,,,,,,,,,,
02-07-21,2.02%,,,,,,,,,,,,,
05-07-21,2.02%,,,,,,,,,,,,,
06-07-21,2.01%,,,,,,,,,,,,,
07-07-21,2.01%,,,,,,,,,,,,,
08-07-21,2.00%,,,,,,,,,,,,,
09-07-21,1.99%,,,,,,,,,,,,,
12-07-21,1.99%,,,,,,,,,,,,,
13-07-21,1.99%,,,,,,,,,,,,,
14-07-21,1.99%,,,,,,,,,,,,,
15-07-21,1.99%,,,,,,,,,,,,,
16-07-21,1.99%,,,,,,,,,,,,,
19-07-21,1.99%,,,,,,,,,,,,,
20-07-21,1.98%,,,,,,,,,,,,,
21-07-21,1.98%,,,,,,,,,,,,,
22-07-21,1.98%,,,,,,,,,,,,,
23-07-21,1.98%,,,,,,,,,,,,,
26-07-21,1.98%,,,,,,,,,,,,,
27-07-21,1.97%,,,,,,,,,,,,,
28-07-21,1.97%,,,,,,,,,,,,,
29-07-21,1.96%,,,,,,,,,,,,,
30-07-21,1.97%,,,,,,,,,,,,,
02-08-21,1.96%,,,,,,,,,,,,,
03-08-21,1.97%,,,,,,,,,,,,,
04-08-21,1.96%,,,,,,,,,,,,,
05-08-21,1.92%,,,,,,,,,,,,,
06-08-21,1.92%,,,,,,,,,,,,,
09-08-21,1.93%,,,,,,,,,,,,,
10-08-21,1.93%,,,,,,,,,,,,,
11-08-21,1.92%,,,,,,,,,,,,,
12-08-21,1.93%,,,,,,,,,,,,,
13-08-21,1.90%,,,,,,,,,,,,,
16-08-21,1.90%,,,,,,,,,,,,,
17-08-21,1.90%,,,,,,,,,,,,,
18-08-21,1.89%,,,,,,,,,,,,,
19-08-21,1.88%,,,,,,,,,,,,,
20-08-21,1.93%,,,,,,,,,,,,,
23-08-21,1.87%,,,,,,,,,,,,,
24-08-21,1.88%,,,,,,,,,,,,,
25-08-21,1.87%,,,,,,,,,,,,,
26-08-21,1.86%,,,,,,,,,,,,,
27-08-21,1.88%,,,,,,,,,,,,,
30-08-21,1.87%,,,,,,,,,,,,,
31-08-21,1.86%,,,,,,,,,,,,,
01-09-21,1.92%,,,,,,,,,,,,,
02-09-21,1.91%,,,,,,,,,,,,,
03-09-21,1.91%,,,,,,,,,,,,,
06-09-21,1.91%,,,,,,,,,,,,,
07-09-21,1.91%,,,,,,,,,,,,,
08-09-21,1.91%,,,,,,,,,,,,,
09-09-21,1.91%,,,,,,,,,,,,,
10-09-21,1.92%,,,,,,,,,,,,,
13-09-21,1.93%,,,,,,,,,,,,,
14-09-21,1.93%,,,,,,,,,,,,,
15-09-21,1.93%,,,,,,,,,,,,,
16-09-21,1.92%,,,,,,,,,,,,,
17-09-21,1.92%,,,,,,,,,,,,,
20-09-21,1.93%,,,,,,,,,,,,,
21-09-21,1.94%,,,,,,,,,,,,,
22-09-21,1.96%,,,,,,,,,,,,,
23-09-21,1.96%,,,,,,,,,,,,,
24-09-21,1.96%,,,,,,,,,,,,,
27-09-21,1.97%,,,,,,,,,,,,,
28-09-21,1.99%,,,,,,,,,,,,,
29-09-21,2.02%,,,,,,,,,,,,,
30-09-21,2.03%,,,,,,,,,,,,,
01-10-21,2.03%,,,,,,,,,,,,,
04-10-21,2.03%,,,,,,,,,,,,,
05-10-21,2.03%,,,,,,,,,,,,,
06-10-21,2.04%,,,,,,,,,,,,,
07-10-21,2.04%,,,,,,,,,,,,,
08-10-21,2.04%,,,,,,,,,,,,,
11-10-21,2.05%,,,,,,,,,,,,,
12-10-21,2.06%,,,,,,,,,,,,,
13-10-21,2.07%,,,,,,,,,,,,,
14-10-21,2.07%,,,,,,,,,,,,,
15-10-21,2.08%,,,,,,,,,,,,,
18-10-21,2.09%,,,,,,,,,,,,,
19-10-21,2.08%,,,,,,,,,,,,,
20-10-21,2.10%,,,,,,,,,,,,,
21-10-21,2.11%,,,,,,,,,,,,,
22-10-21,2.12%,,,,,,,,,,,,,
25-10-21,2.12%,,,,,,,,,,,,,
26-10-21,2.14%,,,,,,,,,,,,,
27-10-21,2.14%,,,,,,,,,,,,,
28-10-21,2.16%,,,,,,,,,,,,,
29-10-21,2.17%,,,,,,,,,,,,,
01-11-21,2.18%,,,,,,,,,,,,,
02-11-21,2.20%,,,,,,,,,,,,,
03-11-21,2.19%,,,,,,,,,,,,,
04-11-21,2.19%,,,,,,,,,,,,,
05-11-21,2.19%,,,,,,,,,,,,,
08-11-21,2.19%,,,,,,,,,,,,,
09-11-21,2.19%,,,,,,,,,,,,,
10-11-21,2.18%,,,,,,,,,,,,,
11-11-21,2.19%,,,,,,,,,,,,,
12-11-21,2.21%,,,,,,,,,,,,,
15-11-21,2.22%,,,,,,,,,,,,,
16-11-21,2.23%,,,,,,,,,,,,,
17-11-21,2.23%,,,,,,,,,,,,,
18-11-21,2.23%,,,,,,,,,,,,,
19-11-21,2.23%,,,,,,,,,,,,,
22-11-21,2.23%,,,,,,,,,,,,,
23-11-21,2.24%,,,,,,,,,,,,,
24-11-21,2.25%,,,,,,,,,,,,,
25-11-21,2.25%,,,,,,,,,,,,,
26-11-21,2.25%,,,,,,,,,,,,,
29-11-21,2.25%,,,,,,,,,,,,,
30-11-21,2.24%,,,,,,,,,,,,,
01-12-21,2.16%,,,,,,,,,,,,,
02-12-21,2.17%,,,,,,,,,,,,,
03-12-21,2.17%,,,,,,,,,,,,,
06-12-21,2.18%,,,,,,,,,,,,,
07-12-21,2.17%,,,,,,,,,,,,,
08-12-21,2.19%,,,,,,,,,,,,,
09-12-21,2.19%,,,,,,,,,,,,,
10-12-21,2.18%,,,,,,,,,,,,,
13-12-21,2.18%,,,,,,,,,,,,,
14-12-21,2.18%,,,,,,,,,,,,,
15-12-21,2.17%,,,,,,,,,,,,,
16-12-21,2.16%,,,,,,,,,,,,,
17-12-21,2.16%,,,,,,,,,,,,,
20-12-21,2.17%,,,,,,,,,,,,,
21-12-21,2.16%,,,,,,,,,,,,,
22-12-21,2.16%,,,,,,,,,,,,,
23-12-21,2.16%,,,,,,,,,,,,,
24-12-21,2.16%,,,,,,,,,,,,,
27-12-21,2.17%,,,,,,,,,,,,,
28-12-21,2.15%,,,,,,,,,,,,,
29-12-21,2.16%,,,,,,,,,,,,,
30-12-21,2.15%,,,,,,,,,,,,,
31-12-21,2.15%,,,,,,,,,,,,,
03-01-22,2.17%,,,,,,,,,,,,,
04-01-22,2.18%,,,,,,,,,,,,,
05-01-22,2.19%,,,,,,,,,,,,,
06-01-22,2.21%,,,,,,,,,,,,,
07-01-22,2.21%,,,,,,,,,,,,,
10-01-22,2.23%,,,,,,,,,,,,,
11-01-22,2.24%,,,,,,,,,,,,,
12-01-22,2.23%,,,,,,,,,,,,,
13-01-22,2.23%,,,,,,,,,,,,,
14-01-22,2.23%,,,,,,,,,,,,,
17-01-22,2.25%,,,,,,,,,,,,,
18-01-22,2.26%,,,,,,,,,,,,,
19-01-22,2.27%,,,,,,,,,,,,,
20-01-22,2.29%,,,,,,,,,,,,,
21-01-22,2.29%,,,,,,,,,,,,,
24-01-22,2.30%,,,,,,,,,,,,,
25-01-22,2.30%,,,,,,,,,,,,,
26-01-22,2.29%,,,,,,,,,,,,,
27-01-22,2.30%,,,,,,,,,,,,,
28-01-22,2.31%,,,,,,,,,,,,,
31-01-22,2.32%,,,,,,,,,,,,,
01-02-22,2.34%,,,,,,,,,,,,,
02-02-22,2.34%,,,,,,,,,,,,,
03-02-22,2.32%,,,,,,,,,,,,,
04-02-22,2.34%,,,,,,,,,,,,,
07-02-22,2.36%,,,,,,,,,,,,,
08-02-22,2.38%,,,,,,,,,,,,,
09-02-22,2.41%,,,,,,,,,,,,,
10-02-22,2.41%,,,,,,,,,,,,,
11-02-22,2.42%,,,,,,,,,,,,,
14-02-22,2.47%,,,,,,,,,,,,,
15-02-22,2.48%,,,,,,,,,,,,,
16-02-22,2.49%,,,,,,,,,,,,,
17-02-22,2.49%,,,,,,,,,,,,,
18-02-22,2.50%,,,,,,,,,,,,,
21-02-22,2.51%,,,,,,,,,,,,,
22-02-22,2.51%,,,,,,,,,,,,,
23-02-22,2.50%,,,,,,,,,,,,,
24-02-22,2.50%,,,,,,,,,,,,,
25-02-22,2.50%,,,,,,,,,,,,,
28-02-22,2.50%,,,,,,,,,,,,,
01-03-22,2.49%,,,,,,,,,,,,,
02-03-22,2.49%,,,,,,,,,,,,,
03-03-22,2.48%,,,,,,,,,,,,,
04-03-22,2.48%,,,,,,,,,,,,,
07-03-22,2.47%,,,,,,,,,,,,,
08-03-22,2.46%,,,,,,,,,,,,,
09-03-22,2.48%,,,,,,,,,,,,,
10-03-22,2.50%,,,,,,,,,,,,,
11-03-22,2.52%,,,,,,,,,,,,,
